"Status","Year","Function_of_post","Organisation","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Commercial","HM Treasury (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Institute for Apprenticeships and Technical Education","G6/G7","10","10","55200","53680"
"In post","2022","Commercial","Institute for Apprenticeships and Technical Education","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Institute for Apprenticeships and Technical Education","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Commercial","Intellectual Property Office","EO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Intellectual Property Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Intellectual Property Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Maritime and Coastguard Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Maritime and Coastguard Agency","EO","5","5","[c]","[c]"
"In post","2022","Commercial","Maritime and Coastguard Agency","G6/G7","5","5","[c]","[c]"
"In post","2022","Commercial","Maritime and Coastguard Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Maritime and Coastguard Agency","SEO/HEO","15","15","38570","39040"
"In post","2022","Commercial","Met Office","EO","10","10","25340","25630"
"In post","2022","Commercial","Met Office","G6/G7","110","105","51460","47960"
"In post","2022","Commercial","Met Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Met Office","SEO/HEO","75","75","36280","37420"
"In post","2022","Commercial","Ministry of Defence (excl. agencies)","AA/AO","55","50","21880","21380"
"In post","2022","Commercial","Ministry of Defence (excl. agencies)","EO","210","205","26990","26670"
"In post","2022","Commercial","Ministry of Defence (excl. agencies)","G6/G7","55","55","60070","54870"
"In post","2022","Commercial","Ministry of Defence (excl. agencies)","SCS level","5","5","[c]","[c]"
"In post","2022","Commercial","Ministry of Defence (excl. agencies)","SEO/HEO","615","595","38070","40000"
"In post","2022","Commercial","Ministry of Justice (excl. agencies)","AA/AO","25","25","21010","20970"
"In post","2022","Commercial","Ministry of Justice (excl. agencies)","EO","60","55","26140","25770"
"In post","2022","Commercial","Ministry of Justice (excl. agencies)","G6/G7","15","15","60020","60400"
"In post","2022","Commercial","Ministry of Justice (excl. agencies)","SEO/HEO","155","155","38440","37340"
"In post","2022","Commercial","National Crime Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","National Crime Agency","EO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","National Crime Agency","G6/G7","5","5","[c]","[c]"
"In post","2022","Commercial","National Crime Agency","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Commercial","National Savings and Investments","EO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","National Savings and Investments","G6/G7","15","15","55570","50000"
"In post","2022","Commercial","Office for Standards in Education, Children's Services and Skills","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Office for Standards in Education, Children's Services and Skills","EO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Office for Standards in Education, Children's Services and Skills","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Office for Standards in Education, Children's Services and Skills","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Commercial","Office of Qualifications and Examinations Regulation","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Office of Qualifications and Examinations Regulation","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Office of Rail and Road","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Office of Rail and Road","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Planning Inspectorate","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Planning Inspectorate","EO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Planning Inspectorate","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Planning Inspectorate","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Queen Elizabeth II Centre","EO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Queen Elizabeth II Centre","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Queen Elizabeth II Centre","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Registers of Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Registers of Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Registers of Scotland","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Commercial","Scottish Courts and Tribunals Service","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Scottish Courts and Tribunals Service","EO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Scottish Courts and Tribunals Service","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Scottish Courts and Tribunals Service","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Commercial","Scottish Prison Service","AA/AO","50","50","24720","26900"
"In post","2022","Commercial","Scottish Prison Service","EO","15","15","30500","29550"
"In post","2022","Commercial","Scottish Prison Service","G6/G7","5","5","[c]","[c]"
"In post","2022","Commercial","Scottish Prison Service","SEO/HEO","15","15","43110","41700"
"In post","2022","Commercial","Serious Fraud Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Serious Fraud Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Submarine Delivery Agency","Unknown","160","160","40420","37450"
"In post","2022","Commercial","The Insolvency Service","EO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","The Insolvency Service","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","The Insolvency Service","SEO/HEO","15","15","42020","42700"
"In post","2022","Commercial","The National Archives","AA/AO","20","20","21910","21660"
"In post","2022","Commercial","The National Archives","EO","5","5","[c]","[c]"
"In post","2022","Commercial","The National Archives","G6/G7","5","5","[c]","[c]"
"In post","2022","Commercial","The National Archives","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Commercial","UK Debt Management Office","EO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","UK Debt Management Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","UK Debt Management Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","UK Debt Management Office","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Commercial","UK Export Finance","EO","20","20","29390","29000"
"In post","2022","Commercial","UK Export Finance","G6/G7","70","70","64640","61920"
"In post","2022","Commercial","UK Export Finance","SCS level","10","10","120870","114560"
"In post","2022","Commercial","UK Export Finance","SEO/HEO","115","110","41500","41000"
"In post","2022","Commercial","UK Health Security Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","UK Health Security Agency","EO","20","20","26730","27270"
"In post","2022","Commercial","UK Health Security Agency","G6/G7","60","60","59570","55520"
"In post","2022","Commercial","UK Health Security Agency","SCS level","5","5","[c]","[c]"
"In post","2022","Commercial","UK Health Security Agency","SEO/HEO","45","45","36610","36820"
"In post","2022","Commercial","UK Hydrographic Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","UK Hydrographic Office","EO","5","5","[c]","[c]"
"In post","2022","Commercial","UK Hydrographic Office","G6/G7","20","20","59770","55500"
"In post","2022","Commercial","UK Hydrographic Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","UK Hydrographic Office","SEO/HEO","55","55","38630","42510"
"In post","2022","Commercial","UK Space Agency","G6/G7","5","5","[c]","[c]"
"In post","2022","Commercial","UK Statistics Authority","EO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","UK Statistics Authority","G6/G7","15","15","57750","60190"
"In post","2022","Commercial","UK Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","UK Statistics Authority","SEO/HEO","15","15","32810","31330"
"In post","2022","Commercial","Valuation Office Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Valuation Office Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Water Services Regulation Authority","EO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Water Services Regulation Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Wilton Park","AA/AO","10","10","26080","25400"
"In post","2022","Commercial","Wilton Park","EO","10","5","[c]","[c]"
"In post","2022","Commercial","Wilton Park","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Wilton Park","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Advisory, Conciliation and Arbitration Service","EO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Advisory, Conciliation and Arbitration Service","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Advisory, Conciliation and Arbitration Service","SEO/HEO","10","10","38190","36890"
"In post","2022","Communications","Attorney General's Office","EO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Attorney General's Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Attorney General's Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Attorney General's Office","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Communications","Cabinet Office (excl. agencies)","AA/AO","10","10","[c]","[c]"
"In post","2022","Communications","Cabinet Office (excl. agencies)","EO","35","35","27110","27500"
"In post","2022","Communications","Cabinet Office (excl. agencies)","G6/G7","130","125","58970","55640"
"In post","2022","Communications","Cabinet Office (excl. agencies)","SCS level","25","25","95190","85000"
"In post","2022","Communications","Cabinet Office (excl. agencies)","SEO/HEO","155","155","38950","40600"
"In post","2022","Communications","Centre for Environment, Fisheries and Aquaculture Science","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Centre for Environment, Fisheries and Aquaculture Science","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Centre for Environment, Fisheries and Aquaculture Science","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Communications","Charity Commission","EO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Charity Commission","G6/G7","5","5","[c]","[c]"
"In post","2022","Communications","Charity Commission","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Charity Commission","SEO/HEO","10","10","33280","30610"
"In post","2022","Communications","Companies House","EO","10","10","[c]","[c]"
"In post","2022","Communications","Companies House","G6/G7","5","5","[c]","[c]"
"In post","2022","Communications","Companies House","SEO/HEO","10","10","36040","35210"
"In post","2022","Communications","Competition and Markets Authority","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Competition and Markets Authority","G6/G7","10","10","[c]","[c]"
"In post","2022","Communications","Competition and Markets Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Competition and Markets Authority","SEO/HEO","15","15","38860","37310"
"In post","2022","Communications","Crown Commercial Service","G6/G7","5","5","[c]","[c]"
"In post","2022","Communications","Crown Commercial Service","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Crown Commercial Service","SEO/HEO","15","15","33420","30940"
"In post","2022","Communications","Crown Office and Procurator Fiscal Service","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Crown Office and Procurator Fiscal Service","EO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Crown Office and Procurator Fiscal Service","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Crown Office and Procurator Fiscal Service","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Communications","Crown Prosecution Service","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Crown Prosecution Service","EO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Crown Prosecution Service","G6/G7","10","10","59180","54760"
"In post","2022","Communications","Crown Prosecution Service","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Crown Prosecution Service","SEO/HEO","20","20","35220","32790"
"In post","2022","Communications","Defence Electronics and Components Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Defence Electronics and Components Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Defence Equipment and Support","EO","10","10","[c]","[c]"
"In post","2022","Communications","Defence Equipment and Support","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Defence Equipment and Support","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Defence Equipment and Support","SEO/HEO","20","20","33690","34000"
"In post","2022","Communications","Defence Science and Technology Laboratory","EO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Defence Science and Technology Laboratory","G6/G7","5","5","[c]","[c]"
"In post","2022","Communications","Defence Science and Technology Laboratory","SEO/HEO","20","15","34170","33750"
"In post","2022","Communications","Department for Business, Energy and Industrial Strategy (excl. agencies)","AA/AO","5","5","[c]","[c]"
