"Status","Year","Ethnicity","Organisation","Parent_department","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Mixed","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for Education (excl. agencies)","Department for Education","London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for Education (excl. agencies)","Department for Education","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for International Trade","Department for International Trade","London","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for International Trade","Department for International Trade","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","London","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for Transport (excl. agencies)","Department for Transport","London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for Transport (excl. agencies)","Department for Transport","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","London","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Outside London","60","[c]","28840","27570"
"Leaver Dept.","2022","Mixed","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Disclosure Scotland","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Driver and Vehicle Licensing Agency","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Driver and Vehicle Standards Agency","Department for Transport","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Driver and Vehicle Standards Agency","Department for Transport","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Education and Skills Funding Agency","Department for Education","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Education and Skills Funding Agency","Department for Education","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Estyn","Estyn","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","FCDO Services","Foreign, Commonwealth and Development Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Food Standards Agency","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Food Standards Agency","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Food Standards Scotland","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","London","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Forestry and Land Scotland","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Forestry and Land Scotland","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Government Actuary's Department","Chancellor's other departments","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Government Internal Audit Agency","HM Treasury","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Government Internal Audit Agency","HM Treasury","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Government Legal Department","Attorney General's Departments","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Government Property Agency","Cabinet Office","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Government Property Agency","Cabinet Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Health and Safety Executive","Department for Work and Pensions","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Health and Safety Executive","Department for Work and Pensions","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","HM Courts and Tribunals Service","Ministry of Justice","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","HM Courts and Tribunals Service","Ministry of Justice","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","HM Courts and Tribunals Service","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","HM Crown Prosecution Service Inspectorate","Attorney General's Departments","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","HM Prison and Probation Service","Ministry of Justice","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","HM Prison and Probation Service","Ministry of Justice","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","HM Prison and Probation Service","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Outside London","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","HM Treasury (excl. agencies)","HM Treasury","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","HM Treasury (excl. agencies)","HM Treasury","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Home Office","Home Office","London","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Home Office","Home Office","Outside London","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Home Office","Home Office","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Institute for Apprenticeships and Technical Education","Department for Education","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Institute for Apprenticeships and Technical Education","Department for Education","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Legal Aid Agency","Ministry of Justice","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Legal Aid Agency","Ministry of Justice","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Maritime and Coastguard Agency","Department for Transport","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Met Office","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Met Office","Department for Business, Energy and Industrial Strategy","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Ministry of Defence (excl. agencies)","Ministry of Defence","London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Ministry of Defence (excl. agencies)","Ministry of Defence","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Ministry of Defence (excl. agencies)","Ministry of Defence","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Ministry of Justice (excl. agencies)","Ministry of Justice","London","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Ministry of Justice (excl. agencies)","Ministry of Justice","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","National Crime Agency","National Crime Agency","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","National Crime Agency","National Crime Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","National Crime Agency","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","National Infrastructure Commission","HM Treasury","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","National Records of Scotland","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","National Savings and Investments","Chancellor's other departments","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Northern Ireland Office","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Northern Ireland Office","Northern Ireland Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Office for Budget Responsibility","HM Treasury","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Office of Rail and Road","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Office of Rail and Road","Office of Rail and Road","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Office of the Public Guardian","Ministry of Justice","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Planning Inspectorate","Department for Levelling Up, Housing and Communities","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Public Health England","Department of Health and Social Care","London","105","[c]","40900","39770"
"Leaver Dept.","2022","Mixed","Public Health England","Department of Health and Social Care","Outside London","70","[c]","35600","31380"
"Leaver Dept.","2022","Mixed","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Registers of Scotland","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Royal Fleet Auxiliary","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
