"Status","Year","Ethnicity","Region_ITL3","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Other ethnicity","Westminster","London","80","[c]","35470","32790"
"New entrant CS","2022","Other ethnicity","Wiltshire","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Wirral","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Wolverhampton","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Worcestershire CC","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","York","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Aberdeen City and Aberdeenshire","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Angus and Dundee City","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Barking & Dagenham and Havering","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Barnet","London","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Barnsley, Doncaster and Rotherham","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","15","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Bedford","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Belfast","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Berkshire","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Bexley and Greenwich","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Birmingham","Outside London","50","[c]","30300","27570"
"New entrant CS","2022","Undeclared","Blackpool","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Bournemouth, Christchurch and Poole","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Bradford","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Brent","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Brighton and Hove","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Bristol, City of","Outside London","40","[c]","33810","29180"
"New entrant CS","2022","Undeclared","Bromley","London","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Buckinghamshire","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Calderdale and Kirklees","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Cambridgeshire CC","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Camden and City of London","London","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Cardiff and Vale of Glamorgan","Outside London","15","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Central Hampshire","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Central Valleys","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Cheshire East","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Cheshire West and Chester","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","City of Edinburgh","Outside London","20","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Clackmannanshire and Fife","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Conwy and Denbighshire","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Cornwall and Isles of Scilly","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Coventry","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Croydon","London","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Darlington","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Derby","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Devon CC","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Dorset","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Dudley","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Durham","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Ealing","London","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","East Ayrshire and North Ayrshire mainland","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","East Cumbria","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","East Kent","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","East Merseyside","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","East Riding of Yorkshire","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","East Surrey","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","East Sussex CC","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Enfield","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Essex Haven Gateway","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Essex Thames Gateway","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Falkirk","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Flintshire and Wrexham","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Glasgow City","Outside London","25","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Gloucestershire CC","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Greater Manchester North East","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Greater Manchester North West","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Greater Manchester South West","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Gwynedd","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Hackney and Newham","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Haringey and Islington","London","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Harrow and Hillingdon","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Hartlepool and Stockton-on-Tees","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Heart of Essex","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Hertfordshire CC","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Hounslow and Richmond upon Thames","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Inverness and Nairn, Moray, and Badenoch and Strathspey","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Isle of Anglesey","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Kensington & Chelsea and Hammersmith & Fulham","London","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Kent Thames Gateway","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Kingston upon Hull, City of","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Lambeth","London","30","[c]","39080","32330"
"New entrant CS","2022","Undeclared","Leeds","Outside London","40","[c]","29360","26590"
"New entrant CS","2022","Undeclared","Leicester","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Leicestershire CC and Rutland","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Lewisham and Southwark","London","15","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Lincolnshire CC","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Lisburn and Castlereagh","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Liverpool","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Luton","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Manchester","Outside London","20","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Medway","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Merton, Kingston upon Thames and Sutton","London","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Mid Kent","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Mid Lancashire","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Milton Keynes","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Monmouthshire and Newport","Outside London","15","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","North and North East Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","North Hampshire","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","North Lanarkshire","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","North Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","North Nottinghamshire","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","North Yorkshire CC","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Norwich and East Norfolk","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Nottingham","Outside London","25","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Oxfordshire CC","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Perth and Kinross, and Stirling","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Plymouth","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Portsmouth","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Redbridge and Waltham Forest","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Sandwell","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Sefton","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Sheffield","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Shropshire","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Solihull","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Somerset CC","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","South and West Derbyshire","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","South Ayrshire","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","South Hampshire","Outside London","15","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","South Lanarkshire","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","South Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","South Teesside","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","South West Wales","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Southampton","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Staffordshire CC","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Stoke-on-Trent","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Suffolk CC","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Sunderland","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Swansea","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Telford and Wrekin","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Thurrock","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Torbay","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Tower Hamlets","London","15","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Tyneside","Outside London","20","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Wakefield","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Wandsworth","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Warrington","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Warwickshire CC","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","West Cumbria","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","West Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","West Surrey","Outside London","15","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","West Sussex (South West)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Westminster","London","110","[c]","40330","35070"
"New entrant CS","2022","Undeclared","Wiltshire","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Wirral","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Wolverhampton","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Worcestershire CC","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","York","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Aberdeen City and Aberdeenshire","Outside London","95","[c]","28400","27230"
"New entrant CS","2022","Unknown","Angus and Dundee City","Outside London","205","[c]","24950","22140"
"New entrant CS","2022","Unknown","Antrim and Newtownabbey","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Ards and North Down","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Armagh City, Banbridge and Craigavon","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Barking & Dagenham and Havering","London","15","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Barnet","London","45","[c]","31690","30160"
"New entrant CS","2022","Unknown","Barnsley, Doncaster and Rotherham","Outside London","150","[c]","25120","23140"
"New entrant CS","2022","Unknown","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","335","[c]","28370","25570"
"New entrant CS","2022","Unknown","Bedford","Outside London","70","[c]","28110","27570"
"New entrant CS","2022","Unknown","Belfast","Outside London","195","[c]","25190","21250"
"New entrant CS","2022","Unknown","Berkshire","Outside London","140","[c]","28490","25540"
"New entrant CS","2022","Unknown","Bexley and Greenwich","London","135","[c]","28160","29020"
"New entrant CS","2022","Unknown","Birmingham","Outside London","785","[c]","26930","23170"
"New entrant CS","2022","Unknown","Blackburn with Darwen","Outside London","15","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Blackpool","Outside London","120","[c]","25860","21260"
"New entrant CS","2022","Unknown","Bournemouth, Christchurch and Poole","Outside London","35","[c]","24870","24800"
"New entrant CS","2022","Unknown","Bradford","Outside London","215","[c]","24070","21250"
"New entrant CS","2022","Unknown","Breckland and South Norfolk","Outside London","30","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Brent","London","35","[c]","29740","29000"
"New entrant CS","2022","Unknown","Bridgend and Neath Port Talbot","Outside London","35","[c]","25030","23170"
"New entrant CS","2022","Unknown","Brighton and Hove","Outside London","35","[c]","27910","26500"
"New entrant CS","2022","Unknown","Bristol, City of","Outside London","290","[c]","28850","24880"
"New entrant CS","2022","Unknown","Bromley","London","20","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Buckinghamshire","Outside London","60","[c]","30780","27700"
"New entrant CS","2022","Unknown","Caithness and Sutherland, and Ross and Cromarty","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Calderdale and Kirklees","Outside London","35","[c]","26340","27570"
"New entrant CS","2022","Unknown","Cambridgeshire CC","Outside London","115","[c]","27010","24800"
