"Status","Year","Function_of_post","Organisation","Parent_department","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Male","80","80","41040","37190"
"In post","2022","Communications","Department for International Trade","Department for International Trade","Female","65","65","42150","38320"
"In post","2022","Communications","Department for International Trade","Department for International Trade","Male","40","40","46100","38510"
"In post","2022","Communications","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Female","55","55","43780","39600"
"In post","2022","Communications","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Male","50","50","45840","39600"
"In post","2022","Communications","Department for Transport (excl. agencies)","Department for Transport","Female","50","50","48030","42890"
"In post","2022","Communications","Department for Transport (excl. agencies)","Department for Transport","Male","40","40","48590","43130"
"In post","2022","Communications","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Female","110","100","41420","39550"
"In post","2022","Communications","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Male","55","55","42860","41880"
"In post","2022","Communications","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Female","215","210","47130","49530"
"In post","2022","Communications","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Male","125","120","46970","51010"
"In post","2022","Communications","Driver and Vehicle Licensing Agency","Department for Transport","Female","45","40","28670","26780"
"In post","2022","Communications","Driver and Vehicle Licensing Agency","Department for Transport","Male","25","25","[c]","[c]"
"In post","2022","Communications","Driver and Vehicle Standards Agency","Department for Transport","Female","25","25","[c]","[c]"
"In post","2022","Communications","Driver and Vehicle Standards Agency","Department for Transport","Male","20","20","[c]","[c]"
"In post","2022","Communications","Education and Skills Funding Agency","Department for Education","Female","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Education and Skills Funding Agency","Department for Education","Male","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Estyn","Estyn","Female","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Estyn","Estyn","Male","[c]","[c]","[c]","[c]"
"In post","2022","Communications","FCDO Services","Foreign, Commonwealth and Development Office","Female","[c]","[c]","[c]","[c]"
"In post","2022","Communications","FCDO Services","Foreign, Commonwealth and Development Office","Male","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Food Standards Agency","Food Standards Agency","Female","40","40","39900","37350"
"In post","2022","Communications","Food Standards Agency","Food Standards Agency","Male","10","10","[c]","[c]"
"In post","2022","Communications","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Female","50","45","47790","46550"
"In post","2022","Communications","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Male","50","45","52760","49090"
"In post","2022","Communications","Government Actuary's Department","Chancellor's other departments","Female","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Government Actuary's Department","Chancellor's other departments","Male","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Government Internal Audit Agency","HM Treasury","Female","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Government Internal Audit Agency","HM Treasury","Male","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Government Legal Department","Attorney General's Departments","Female","10","10","[c]","[c]"
"In post","2022","Communications","Government Legal Department","Attorney General's Departments","Male","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Health and Safety Executive","Department for Work and Pensions","Female","15","15","[c]","[c]"
"In post","2022","Communications","Health and Safety Executive","Department for Work and Pensions","Male","20","20","[c]","[c]"
"In post","2022","Communications","HM Courts and Tribunals Service","Ministry of Justice","Female","5","5","[c]","[c]"
"In post","2022","Communications","HM Courts and Tribunals Service","Ministry of Justice","Male","5","5","[c]","[c]"
"In post","2022","Communications","HM Land Registry","HM Land Registry","Female","15","15","[c]","[c]"
"In post","2022","Communications","HM Land Registry","HM Land Registry","Male","10","10","[c]","[c]"
"In post","2022","Communications","HM Prison and Probation Service","Ministry of Justice","Female","15","15","[c]","[c]"
"In post","2022","Communications","HM Prison and Probation Service","Ministry of Justice","Male","10","10","[c]","[c]"
"In post","2022","Communications","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Female","2240","2115","30760","26820"
"In post","2022","Communications","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Male","2380","2350","30070","26820"
"In post","2022","Communications","HM Treasury (excl. agencies)","HM Treasury","Female","25","20","[c]","[c]"
"In post","2022","Communications","HM Treasury (excl. agencies)","HM Treasury","Male","10","10","[c]","[c]"
"In post","2022","Communications","Institute for Apprenticeships and Technical Education","Department for Education","Female","20","20","[c]","[c]"
"In post","2022","Communications","Institute for Apprenticeships and Technical Education","Department for Education","Male","10","10","[c]","[c]"
"In post","2022","Communications","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Female","20","20","[c]","[c]"
"In post","2022","Communications","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Male","15","15","[c]","[c]"
"In post","2022","Communications","Legal Aid Agency","Ministry of Justice","Female","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Legal Aid Agency","Ministry of Justice","Male","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Maritime and Coastguard Agency","Department for Transport","Female","15","15","[c]","[c]"
"In post","2022","Communications","Maritime and Coastguard Agency","Department for Transport","Male","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Female","30","30","40180","34270"
"In post","2022","Communications","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Male","15","15","[c]","[c]"
"In post","2022","Communications","Met Office","Department for Business, Energy and Industrial Strategy","Female","20","15","[c]","[c]"
"In post","2022","Communications","Met Office","Department for Business, Energy and Industrial Strategy","Male","15","15","[c]","[c]"
"In post","2022","Communications","Ministry of Defence (excl. agencies)","Ministry of Defence","Female","255","245","36270","33300"
"In post","2022","Communications","Ministry of Defence (excl. agencies)","Ministry of Defence","Male","260","260","34260","33000"
"In post","2022","Communications","Ministry of Justice (excl. agencies)","Ministry of Justice","Female","75","70","44530","41750"
"In post","2022","Communications","Ministry of Justice (excl. agencies)","Ministry of Justice","Male","60","60","46320","42930"
"In post","2022","Communications","National Crime Agency","National Crime Agency","Female","20","20","[c]","[c]"
"In post","2022","Communications","National Crime Agency","National Crime Agency","Male","10","10","[c]","[c]"
"In post","2022","Communications","National Infrastructure Commission","HM Treasury","Female","[c]","[c]","[c]","[c]"
"In post","2022","Communications","National Infrastructure Commission","HM Treasury","Male","[c]","[c]","[c]","[c]"
"In post","2022","Communications","National Savings and Investments","Chancellor's other departments","Female","15","15","[c]","[c]"
"In post","2022","Communications","National Savings and Investments","Chancellor's other departments","Male","10","10","[c]","[c]"
"In post","2022","Communications","Northern Ireland Office","Northern Ireland Office","Female","15","15","[c]","[c]"
"In post","2022","Communications","Northern Ireland Office","Northern Ireland Office","Male","5","5","[c]","[c]"
"In post","2022","Communications","Office for Budget Responsibility","HM Treasury","Female","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Office for Budget Responsibility","HM Treasury","Male","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Female","25","25","[c]","[c]"
"In post","2022","Communications","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Male","10","10","[c]","[c]"
"In post","2022","Communications","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Female","25","25","[c]","[c]"
"In post","2022","Communications","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Male","20","20","[c]","[c]"
"In post","2022","Communications","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Female","5","5","[c]","[c]"
"In post","2022","Communications","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Male","5","5","[c]","[c]"
"In post","2022","Communications","Office of Rail and Road","Office of Rail and Road","Female","10","10","[c]","[c]"
"In post","2022","Communications","Office of Rail and Road","Office of Rail and Road","Male","10","10","[c]","[c]"
