"Status","Year","Function_of_post","Organisation","Parent_department","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Legal","Charity Commission","Charity Commission","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Companies House","Department for Business, Energy and Industrial Strategy","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Companies House","Department for Business, Energy and Industrial Strategy","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Companies House","Department for Business, Energy and Industrial Strategy","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Competition and Markets Authority","Competition and Markets Authority","AA/AO","5","5","[c]","[c]"
"In post","2022","Legal","Competition and Markets Authority","Competition and Markets Authority","EO","10","10","[c]","[c]"
"In post","2022","Legal","Competition and Markets Authority","Competition and Markets Authority","G6/G7","105","105","67210","71370"
"In post","2022","Legal","Competition and Markets Authority","Competition and Markets Authority","SCS level","30","30","106460","99920"
"In post","2022","Legal","Competition and Markets Authority","Competition and Markets Authority","SEO/HEO","15","15","36760","35850"
"In post","2022","Legal","Crown Office and Procurator Fiscal Service","Scottish Government","EO","60","60","28850","30360"
"In post","2022","Legal","Crown Office and Procurator Fiscal Service","Scottish Government","G6/G7","180","170","69760","69780"
"In post","2022","Legal","Crown Office and Procurator Fiscal Service","Scottish Government","SCS level","20","20","87320","83230"
"In post","2022","Legal","Crown Office and Procurator Fiscal Service","Scottish Government","SEO/HEO","465","440","49900","52520"
"In post","2022","Legal","Crown Prosecution Service","Attorney General's Departments","AA/AO","1385","1270","22690","22200"
"In post","2022","Legal","Crown Prosecution Service","Attorney General's Departments","EO","1315","1220","27800","28430"
"In post","2022","Legal","Crown Prosecution Service","Attorney General's Departments","G6/G7","2855","2645","57200","55610"
"In post","2022","Legal","Crown Prosecution Service","Attorney General's Departments","SCS level","70","70","93230","88930"
"In post","2022","Legal","Crown Prosecution Service","Attorney General's Departments","SEO/HEO","690","665","35720","35020"
"In post","2022","Legal","Defence Science and Technology Laboratory","Ministry of Defence","G6/G7","10","10","[c]","[c]"
"In post","2022","Legal","Defence Science and Technology Laboratory","Ministry of Defence","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Department for Education (excl. agencies)","Department for Education","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Department for Education (excl. agencies)","Department for Education","EO","5","5","[c]","[c]"
"In post","2022","Legal","Department for Education (excl. agencies)","Department for Education","G6/G7","55","50","60570","61010"
"In post","2022","Legal","Department for Education (excl. agencies)","Department for Education","SEO/HEO","15","15","37470","36500"
"In post","2022","Legal","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","AA/AO","5","5","[c]","[c]"
"In post","2022","Legal","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","EO","35","30","27520","27570"
"In post","2022","Legal","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","SEO/HEO","20","20","32960","31990"
"In post","2022","Legal","Driver and Vehicle Standards Agency","Department for Transport","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Driver and Vehicle Standards Agency","Department for Transport","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Legal","FCDO Services","Foreign, Commonwealth and Development Office","AA/AO","5","5","[c]","[c]"
"In post","2022","Legal","FCDO Services","Foreign, Commonwealth and Development Office","EO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","FCDO Services","Foreign, Commonwealth and Development Office","G6/G7","45","25","57070","56210"
"In post","2022","Legal","FCDO Services","Foreign, Commonwealth and Development Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Food Standards Agency","Food Standards Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Food Standards Agency","Food Standards Agency","G6/G7","15","15","61760","60250"
"In post","2022","Legal","Food Standards Agency","Food Standards Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Food Standards Agency","Food Standards Agency","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Legal","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","AA/AO","5","5","[c]","[c]"
"In post","2022","Legal","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","EO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","G6/G7","50","45","67930","68760"
"In post","2022","Legal","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","SCS level","10","5","[c]","[c]"
"In post","2022","Legal","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Legal","Government Legal Department","Attorney General's Departments","AA/AO","40","35","23980","24050"
"In post","2022","Legal","Government Legal Department","Attorney General's Departments","EO","315","305","28440","27430"
"In post","2022","Legal","Government Legal Department","Attorney General's Departments","G6/G7","1710","1560","59300","59840"
"In post","2022","Legal","Government Legal Department","Attorney General's Departments","SCS level","205","190","82820","78360"
"In post","2022","Legal","Government Legal Department","Attorney General's Departments","SEO/HEO","200","195","38720","42390"
"In post","2022","Legal","Health and Safety Executive","Department for Work and Pensions","EO","5","5","[c]","[c]"
"In post","2022","Legal","Health and Safety Executive","Department for Work and Pensions","G6/G7","10","10","62780","63150"
"In post","2022","Legal","Health and Safety Executive","Department for Work and Pensions","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Health and Safety Executive","Department for Work and Pensions","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","HM Courts and Tribunals Service","Ministry of Justice","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Legal","HM Crown Prosecution Service Inspectorate","Attorney General's Departments","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","HM Crown Prosecution Service Inspectorate","Attorney General's Departments","G6/G7","20","20","59430","58040"
"In post","2022","Legal","HM Crown Prosecution Service Inspectorate","Attorney General's Departments","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Legal","HM Crown Prosecution Service Inspectorate","Attorney General's Departments","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","HM Land Registry","HM Land Registry","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","HM Land Registry","HM Land Registry","EO","65","55","27490","27130"
"In post","2022","Legal","HM Land Registry","HM Land Registry","G6/G7","135","125","63960","64940"
"In post","2022","Legal","HM Land Registry","HM Land Registry","SCS level","5","5","[c]","[c]"
"In post","2022","Legal","HM Land Registry","HM Land Registry","SEO/HEO","65","60","36810","33840"
"In post","2022","Legal","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","AA/AO","150","140","23070","22080"
"In post","2022","Legal","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","EO","245","225","28220","26820"
"In post","2022","Legal","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","G6/G7","420","395","63450","62120"
"In post","2022","Legal","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","SCS level","25","25","87590","83120"
"In post","2022","Legal","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","SEO/HEO","520","505","36210","33370"
"In post","2022","Legal","HM Treasury (excl. agencies)","HM Treasury","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Institute for Apprenticeships and Technical Education","Department for Education","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Institute for Apprenticeships and Technical Education","Department for Education","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Institute for Apprenticeships and Technical Education","Department for Education","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","G6/G7","15","15","60350","59470"
"In post","2022","Legal","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","SEO/HEO","35","30","41020","41420"
"In post","2022","Legal","Legal Aid Agency","Ministry of Justice","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Maritime and Coastguard Agency","Department for Transport","EO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Maritime and Coastguard Agency","Department for Transport","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Maritime and Coastguard Agency","Department for Transport","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","EO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","G6/G7","5","5","[c]","[c]"
"In post","2022","Legal","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Legal","Met Office","Department for Business, Energy and Industrial Strategy","G6/G7","5","5","[c]","[c]"
"In post","2022","Legal","Met Office","Department for Business, Energy and Industrial Strategy","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Ministry of Defence (excl. agencies)","Ministry of Defence","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Ministry of Defence (excl. agencies)","Ministry of Defence","EO","5","5","[c]","[c]"
"In post","2022","Legal","Ministry of Defence (excl. agencies)","Ministry of Defence","G6/G7","30","25","63670","67550"
"In post","2022","Legal","Ministry of Defence (excl. agencies)","Ministry of Defence","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Ministry of Defence (excl. agencies)","Ministry of Defence","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Legal","Ministry of Justice (excl. agencies)","Ministry of Justice","EO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Ministry of Justice (excl. agencies)","Ministry of Justice","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","National Crime Agency","National Crime Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","National Crime Agency","National Crime Agency","EO","15","15","32450","32260"
"In post","2022","Legal","National Crime Agency","National Crime Agency","G6/G7","35","30","64060","60960"
"In post","2022","Legal","National Crime Agency","National Crime Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Legal","National Crime Agency","National Crime Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","G6/G7","15","10","67060","62810"
"In post","2022","Legal","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","AA/AO","[c]","[c]","[c]","[c]"
