"Status","Year","Disability","Function_of_post","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Undeclared","Analysis","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Analysis","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Analysis","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Analysis","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Analysis","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Analysis","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Analysis","HM Treasury","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Analysis","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Analysis","UK Statistics Authority","25","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Commercial","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Commercial","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Commercial","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Commercial","Ministry of Defence","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Commercial","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Commercial","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Communications","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Communications","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Communications","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Communications","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Communications","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Communications","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Communications","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Communications","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Communications","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Communications","UK Statistics Authority","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Counter Fraud","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Counter Fraud","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Counter Fraud","Department for Work and Pensions","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Counter Fraud","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Counter Fraud","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Debt","Department for Work and Pensions","15","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Digital, Data & Technology","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Digital, Data & Technology","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Digital, Data & Technology","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Digital, Data & Technology","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Digital, Data & Technology","Department for Transport","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Digital, Data & Technology","Department for Work and Pensions","15","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Digital, Data & Technology","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Digital, Data & Technology","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Digital, Data & Technology","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Digital, Data & Technology","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Digital, Data & Technology","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Digital, Data & Technology","Ministry of Defence","20","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Digital, Data & Technology","UK Statistics Authority","20","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Finance","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Finance","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Finance","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Finance","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Finance","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Finance","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Finance","Ministry of Defence","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Finance","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Human Resources","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Human Resources","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Human Resources","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Human Resources","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Human Resources","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Human Resources","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Human Resources","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Human Resources","Ministry of Defence","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Human Resources","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Internal Audit","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Internal Audit","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Legal","Attorney General's Departments","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Legal","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Legal","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Legal","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Legal","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","No function","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","No function","Cabinet Office","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","No function","Department for Business, Energy and Industrial Strategy","15","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","No function","Department for Digital, Culture, Media and Sport","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","No function","Department for Education","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","No function","Department for Environment, Food and Rural Affairs","20","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","No function","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","No function","Department for Levelling Up, Housing and Communities","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","No function","Department for Transport","65","[c]","30790","26780"
"Leaver CS","2022","Undeclared","No function","Department for Work and Pensions","230","[c]","26590","27570"
"Leaver CS","2022","Undeclared","No function","Department of Health and Social Care","35","[c]","36950","33950"
"Leaver CS","2022","Undeclared","No function","Food Standards Agency","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","No function","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","No function","HM Land Registry","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","No function","HM Revenue and Customs","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","No function","HM Treasury","25","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","No function","Ministry of Defence","25","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","No function","Ministry of Justice","775","[c]","28940","22450"
"Leaver CS","2022","Undeclared","No function","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","No function","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","No function","UK Statistics Authority","50","[c]","26330","23050"
"Leaver CS","2022","Undeclared","Project Delivery","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Project Delivery","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Project Delivery","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Project Delivery","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Project Delivery","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Project Delivery","Ministry of Defence","55","[c]","37700","36460"
"Leaver CS","2022","Undeclared","Project Delivery","UK Statistics Authority","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Property","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Property","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Property","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Property","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Property","HM Revenue and Customs","20","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Property","Ministry of Defence","15","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Property","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Security","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Security","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Security","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Security","Ministry of Defence","45","[c]","32360","36120"
"Leaver CS","2022","Undeclared","Security","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Security","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Department for Work and Pensions","40","[c]","27310","27570"
"Leaver CS","2022","Undeclared","Unknown","Foreign, Commonwealth and Development Office","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","HM Revenue and Customs","220","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Home Office","95","[c]","33850","30550"
"Leaver CS","2022","Undeclared","Unknown","Ministry of Defence","140","[c]","29570","23280"
"Leaver CS","2022","Undeclared","Unknown","Scottish Government","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Welsh Government","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","Chancellor's other departments","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","Department for Education","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","Department for Environment, Food and Rural Affairs","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","Department for International Trade","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","Department of Health and Social Care","50","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","HM Treasury","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","Office of Gas and Electricity Markets","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","UK Statistics Authority","45","[c]","25230","22610"
"Leaver CS","2022","Unknown","Analysis","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","Cabinet Office","140","[c]","72880","67510"
