"Status","Year","Organisation","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Health and Safety Executive","G7","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Health and Safety Executive","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Health and Safety Executive","HEO","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2022","Health and Safety Executive","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Health and Safety Executive","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Health and Safety Executive","HEO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Health and Safety Executive","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Health and Safety Executive","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Health and Safety Executive","SEO","Heterosexual / straight","40","[c]","48280","45870"
"Leaver CS","2022","Health and Safety Executive","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Health and Safety Executive","SEO","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2022","Health and Safety Executive","SEO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","HM Courts and Tribunals Service","AA","Heterosexual / straight","200","[c]","18680","19170"
"Leaver CS","2022","HM Courts and Tribunals Service","AA","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2022","HM Courts and Tribunals Service","AA","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2022","HM Courts and Tribunals Service","AA","Unknown","105","[c]","18830","19060"
"Leaver CS","2022","HM Courts and Tribunals Service","AO","Heterosexual / straight","660","[c]","21020","20970"
"Leaver CS","2022","HM Courts and Tribunals Service","AO","LGBO","50","[c]","20850","20970"
"Leaver CS","2022","HM Courts and Tribunals Service","AO","Undeclared","95","[c]","21140","20970"
"Leaver CS","2022","HM Courts and Tribunals Service","AO","Unknown","400","[c]","21240","20970"
"Leaver CS","2022","HM Courts and Tribunals Service","EO","Heterosexual / straight","135","[c]","25390","25120"
"Leaver CS","2022","HM Courts and Tribunals Service","EO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","HM Courts and Tribunals Service","EO","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2022","HM Courts and Tribunals Service","EO","Unknown","45","[c]","24760","25120"
"Leaver CS","2022","HM Courts and Tribunals Service","G6","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","HM Courts and Tribunals Service","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Courts and Tribunals Service","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Courts and Tribunals Service","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Courts and Tribunals Service","G7","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2022","HM Courts and Tribunals Service","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Courts and Tribunals Service","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Courts and Tribunals Service","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Courts and Tribunals Service","HEO","Heterosexual / straight","50","[c]","31500","30850"
"Leaver CS","2022","HM Courts and Tribunals Service","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Courts and Tribunals Service","HEO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","HM Courts and Tribunals Service","HEO","Unknown","35","[c]","30230","30850"
"Leaver CS","2022","HM Courts and Tribunals Service","SCS level","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","HM Courts and Tribunals Service","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Courts and Tribunals Service","SEO","Heterosexual / straight","75","[c]","41100","41750"
"Leaver CS","2022","HM Courts and Tribunals Service","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Courts and Tribunals Service","SEO","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2022","HM Courts and Tribunals Service","SEO","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","AO","Heterosexual / straight","55","[c]","23010","22600"
"Leaver CS","2022","HM Land Registry","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","AO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","AO","Unknown","40","[c]","22990","22600"
"Leaver CS","2022","HM Land Registry","EO","Heterosexual / straight","60","[c]","27810","27130"
"Leaver CS","2022","HM Land Registry","EO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","EO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","EO","Unknown","40","[c]","27730","27130"
"Leaver CS","2022","HM Land Registry","G6","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","G7","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","G7","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","HEO","Heterosexual / straight","55","[c]","34860","33840"
"Leaver CS","2022","HM Land Registry","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","HEO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","HEO","Unknown","30","[c]","34990","33840"
"Leaver CS","2022","HM Land Registry","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","SEO","Heterosexual / straight","30","[c]","43320","42630"
"Leaver CS","2022","HM Land Registry","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","SEO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","AA","Heterosexual / straight","560","[c]","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","AA","LGBO","60","[c]","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","AA","Undeclared","45","[c]","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","AA","Unknown","390","[c]","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","AO","Heterosexual / straight","2170","[c]","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","AO","LGBO","195","[c]","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","AO","Undeclared","160","[c]","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","AO","Unknown","970","[c]","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","EO","Heterosexual / straight","300","[c]","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","EO","LGBO","30","[c]","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","EO","Undeclared","45","[c]","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","EO","Unknown","100","[c]","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","G6","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","G7","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","HEO","Heterosexual / straight","155","[c]","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","HEO","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","HEO","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","HEO","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","SCS level","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","SEO","Heterosexual / straight","90","[c]","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","SEO","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","SEO","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","Unknown","Heterosexual / straight","1030","[c]","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","Unknown","LGBO","90","[c]","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","Unknown","Undeclared","90","[c]","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","Unknown","Unknown","570","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","AA","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","AA","Unknown","105","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","AO","Heterosexual / straight","30","[c]","21970","21880"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","AO","Unknown","2490","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","EO","Heterosexual / straight","30","[c]","28460","28920"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","EO","Unknown","860","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","G6","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","G6","Unknown","95","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","G7","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","G7","Unknown","200","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","HEO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","HEO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","HEO","Unknown","540","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","SCS level","Unknown","40","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","SEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","SEO","Unknown","240","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury (excl. agencies)","AO","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury (excl. agencies)","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury (excl. agencies)","AO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury (excl. agencies)","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury (excl. agencies)","EO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury (excl. agencies)","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury (excl. agencies)","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury (excl. agencies)","G6","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury (excl. agencies)","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury (excl. agencies)","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury (excl. agencies)","G7","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury (excl. agencies)","G7","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury (excl. agencies)","G7","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury (excl. agencies)","HEO","Heterosexual / straight","40","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury (excl. agencies)","HEO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury (excl. agencies)","HEO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury (excl. agencies)","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury (excl. agencies)","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury (excl. agencies)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","AA","Heterosexual / straight","90","[c]","19960","18240"
"Leaver CS","2022","Home Office","AA","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","AA","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","AA","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","AO","Heterosexual / straight","330","[c]","22350","21680"
"Leaver CS","2022","Home Office","AO","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","AO","Undeclared","45","[c]","22850","21680"
"Leaver CS","2022","Home Office","AO","Unknown","65","[c]","22350","21680"
"Leaver CS","2022","Home Office","EO","Heterosexual / straight","585","[c]","27440","26430"
"Leaver CS","2022","Home Office","EO","LGBO","30","[c]","26580","25210"
"Leaver CS","2022","Home Office","EO","Undeclared","115","[c]","28420","27370"
"Leaver CS","2022","Home Office","EO","Unknown","120","[c]","26980","25770"
"Leaver CS","2022","Home Office","G6","Heterosexual / straight","45","[c]","69960","68850"
"Leaver CS","2022","Home Office","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","G6","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","G6","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","G7","Heterosexual / straight","75","[c]","57420","57460"
"Leaver CS","2022","Home Office","G7","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","G7","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","G7","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","HEO","Heterosexual / straight","170","[c]","34430","35050"
"Leaver CS","2022","Home Office","HEO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","HEO","Undeclared","35","[c]","34290","34360"
"Leaver CS","2022","Home Office","HEO","Unknown","60","[c]","34630","35050"
"Leaver CS","2022","Home Office","SCS level","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","SEO","Heterosexual / straight","120","[c]","42000","41970"
"Leaver CS","2022","Home Office","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","SEO","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","SEO","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Unknown","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Institute for Apprenticeships and Technical Education","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Institute for Apprenticeships and Technical Education","EO","LGBO","[c]","[c]","[c]","[c]"
