"Status","Year","Age","Organisation","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","30-39","Driver and Vehicle Standards Agency","Outside London","660","645","28740","26700"
"In post","2022","30-39","Education and Skills Funding Agency","London","65","65","47480","40940"
"In post","2022","30-39","Education and Skills Funding Agency","Outside London","365","350","37310","36500"
"In post","2022","30-39","Education Scotland","Outside London","60","55","44840","45330"
"In post","2022","30-39","Estyn","Outside London","15","10","35080","29430"
"In post","2022","30-39","FCDO Services","London","20","20","49210","48910"
"In post","2022","30-39","FCDO Services","Outside London","160","155","36060","33790"
"In post","2022","30-39","FCDO Services","Overseas","30","30","39400","36450"
"In post","2022","30-39","Food Standards Agency","London","60","55","43950","40350"
"In post","2022","30-39","Food Standards Agency","Outside London","265","260","36270","37350"
"In post","2022","30-39","Food Standards Scotland","Outside London","85","85","34570","33070"
"In post","2022","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","London","1050","1030","50290","52550"
"In post","2022","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","265","260","39420","38500"
"In post","2022","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","635","635","48070","52400"
"In post","2022","30-39","Forestry and Land Scotland","Outside London","230","225","30830","28980"
"In post","2022","30-39","Government Actuary's Department","London","70","65","61810","63130"
"In post","2022","30-39","Government Actuary's Department","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Government Internal Audit Agency","London","25","20","52360","53070"
"In post","2022","30-39","Government Internal Audit Agency","Outside London","35","35","43340","43800"
"In post","2022","30-39","Government Legal Department","London","775","735","51190","51250"
"In post","2022","30-39","Government Legal Department","Outside London","45","45","50140","50500"
"In post","2022","30-39","Government Property Agency","London","25","25","50980","54700"
"In post","2022","30-39","Government Property Agency","Outside London","45","45","48100","49700"
"In post","2022","30-39","Health and Safety Executive","London","25","25","44480","44610"
"In post","2022","30-39","Health and Safety Executive","Outside London","390","375","38000","39330"
"In post","2022","30-39","HM Courts and Tribunals Service","London","790","750","32670","28310"
"In post","2022","30-39","HM Courts and Tribunals Service","Outside London","2090","1865","24720","20970"
"In post","2022","30-39","HM Courts and Tribunals Service","Unknown","5","5","[c]","[c]"
"In post","2022","30-39","HM Crown Prosecution Service Inspectorate","London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","HM Crown Prosecution Service Inspectorate","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","HM Land Registry","London","65","65","40410","37290"
"In post","2022","30-39","HM Land Registry","Outside London","1000","945","28980","27130"
"In post","2022","30-39","HM Prison and Probation Service","London","1840","1790","35070","33550"
"In post","2022","30-39","HM Prison and Probation Service","Outside London","12935","12325","28760","27120"
"In post","2022","30-39","HM Prison and Probation Service","Unknown","15","15","28380","23800"
"In post","2022","30-39","HM Revenue and Customs (excl. agencies)","London","1750","1715","47120","43430"
"In post","2022","30-39","HM Revenue and Customs (excl. agencies)","Outside London","13835","13220","31780","28920"
"In post","2022","30-39","HM Treasury (excl. agencies)","London","615","600","56610","57530"
"In post","2022","30-39","HM Treasury (excl. agencies)","Outside London","65","60","38300","32320"
"In post","2022","30-39","HM Treasury (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Home Office","London","3025","2920","42220","37880"
"In post","2022","30-39","Home Office","Outside London","5630","5300","27590","25040"
"In post","2022","30-39","Home Office","Overseas","75","70","33770","25310"
"In post","2022","30-39","Institute for Apprenticeships and Technical Education","London","40","40","53040","53950"
"In post","2022","30-39","Institute for Apprenticeships and Technical Education","Outside London","70","70","41070","36570"
"In post","2022","30-39","Intellectual Property Office","London","15","10","49340","43710"
"In post","2022","30-39","Intellectual Property Office","Outside London","425","405","36160","30850"
"In post","2022","30-39","Legal Aid Agency","London","25","25","39760","41750"
"In post","2022","30-39","Legal Aid Agency","Outside London","295","270","25240","25120"
"In post","2022","30-39","Legal Aid Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Maritime and Coastguard Agency","London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Maritime and Coastguard Agency","Outside London","315","305","36090","33730"
"In post","2022","30-39","Medicines and Healthcare Products Regulatory Agency","London","205","200","45340","40940"
"In post","2022","30-39","Medicines and Healthcare Products Regulatory Agency","Outside London","90","90","41340","40940"
"In post","2022","30-39","Met Office","London","10","10","39110","38540"
"In post","2022","30-39","Met Office","Outside London","580","555","37660","38200"
"In post","2022","30-39","Met Office","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Ministry of Defence (excl. agencies)","London","840","825","46750","45130"
"In post","2022","30-39","Ministry of Defence (excl. agencies)","Outside London","5230","5020","32670","33000"
"In post","2022","30-39","Ministry of Defence (excl. agencies)","Overseas","150","150","42350","40580"
"In post","2022","30-39","Ministry of Defence (excl. agencies)","Unknown","30","30","36130","32650"
"In post","2022","30-39","Ministry of Justice (excl. agencies)","London","995","975","47480","42010"
"In post","2022","30-39","Ministry of Justice (excl. agencies)","Outside London","585","570","37300","36050"
"In post","2022","30-39","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","National Crime Agency","London","410","405","43030","40170"
"In post","2022","30-39","National Crime Agency","Outside London","905","880","36100","36410"
"In post","2022","30-39","National Crime Agency","Overseas","20","20","52870","55130"
"In post","2022","30-39","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","National Infrastructure Commission","London","20","15","55200","52750"
"In post","2022","30-39","National Records of Scotland","Outside London","100","95","36990","36130"
"In post","2022","30-39","National Savings and Investments","London","30","30","43240","44880"
"In post","2022","30-39","National Savings and Investments","Outside London","15","15","41070","39410"
"In post","2022","30-39","Northern Ireland Office","London","30","30","54620","54850"
"In post","2022","30-39","Northern Ireland Office","Outside London","35","35","43990","36720"
"In post","2022","30-39","Office for Budget Responsibility","London","15","15","58740","56870"
"In post","2022","30-39","Office for Standards in Education, Children's Services and Skills","London","55","55","52460","44050"
"In post","2022","30-39","Office for Standards in Education, Children's Services and Skills","Outside London","340","325","41230","39460"
"In post","2022","30-39","Office of Gas and Electricity Markets","London","240","235","49100","46250"
"In post","2022","30-39","Office of Gas and Electricity Markets","Outside London","240","235","38640","34000"
"In post","2022","30-39","Office of Qualifications and Examinations Regulation","Outside London","85","80","41280","38000"
"In post","2022","30-39","Office of Rail and Road","London","50","45","52370","54950"
"In post","2022","30-39","Office of Rail and Road","Outside London","45","45","46850","50810"
"In post","2022","30-39","Office of the Public Guardian","London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office of the Public Guardian","Outside London","500","460","23440","20970"
"In post","2022","30-39","Office of the Scottish Charity Regulator","Outside London","10","10","[c]","[c]"
"In post","2022","30-39","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","London","15","15","53480","55800"
"In post","2022","30-39","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Outside London","25","20","53280","53000"
"In post","2022","30-39","Office of the Secretary of State for Wales","London","5","5","[c]","[c]"
"In post","2022","30-39","Office of the Secretary of State for Wales","Outside London","5","5","[c]","[c]"
"In post","2022","30-39","Planning Inspectorate","London","5","5","[c]","[c]"
"In post","2022","30-39","Planning Inspectorate","Outside London","145","135","38070","40720"
"In post","2022","30-39","Queen Elizabeth II Centre","London","10","10","34010","32750"
"In post","2022","30-39","Registers of Scotland","Outside London","245","240","33740","30840"
"In post","2022","30-39","Revenue Scotland","Outside London","15","15","36640","36130"
"In post","2022","30-39","Royal Fleet Auxiliary","Unknown","390","390","37370","34460"
"In post","2022","30-39","Rural Payments Agency","London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Rural Payments Agency","Outside London","495","455","25090","21300"
"In post","2022","30-39","Scottish Courts and Tribunals Service","Outside London","430","400","28540","27080"
"In post","2022","30-39","Scottish Fiscal Commission","Outside London","5","5","[c]","[c]"
"In post","2022","30-39","Scottish Forestry","Outside London","40","35","32140","31060"
"In post","2022","30-39","Scottish Government (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Scottish Government (excl. agencies)","Outside London","2290","2210","42140","39660"
"In post","2022","30-39","Scottish Government (excl. agencies)","Overseas","5","5","[c]","[c]"
"In post","2022","30-39","Scottish Housing Regulator","Outside London","10","10","[c]","[c]"
"In post","2022","30-39","Scottish Prison Service","Outside London","1175","1145","31100","32170"
"In post","2022","30-39","Scottish Public Pensions Agency","Outside London","75","70","30260","27230"
"In post","2022","30-39","Serious Fraud Office","London","120","120","45390","41080"
"In post","2022","30-39","Social Security Scotland","Outside London","725","705","30610","27230"
"In post","2022","30-39","Standards and Testing Agency","London","15","15","45440","45550"
