"Status","Year","Disability","Organisation","Parent_department","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Declared disabled","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Water Services Regulation Authority","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Welsh Government (excl. agencies)","Welsh Government","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Welsh Revenue Authority","Welsh Government","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Wilton Park","Foreign, Commonwealth and Development Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Outside London","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Attorney General's Office","Attorney General's Departments","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Cabinet Office (excl. agencies)","Cabinet Office","London","620","[c]","48740","42460"
"Leaver Dept.","2022","Declared non-disabled","Cabinet Office (excl. agencies)","Cabinet Office","Outside London","115","[c]","36670","33300"
"Leaver Dept.","2022","Declared non-disabled","Cabinet Office (excl. agencies)","Cabinet Office","Unknown","85","[c]","44720","38340"
"Leaver Dept.","2022","Declared non-disabled","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Charity Commission","Charity Commission","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Charity Commission","Charity Commission","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Companies House","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Companies House","Department for Business, Energy and Industrial Strategy","Outside London","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Competition and Markets Authority","Competition and Markets Authority","London","35","[c]","36260","31320"
"Leaver Dept.","2022","Declared non-disabled","Competition and Markets Authority","Competition and Markets Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Criminal Injuries Compensation Authority","Ministry of Justice","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Crown Commercial Service","Cabinet Office","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Crown Commercial Service","Cabinet Office","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Crown Commercial Service","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Crown Office and Procurator Fiscal Service","Scottish Government","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Crown Prosecution Service","Attorney General's Departments","London","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Crown Prosecution Service","Attorney General's Departments","Outside London","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Defence Equipment and Support","Ministry of Defence","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Defence Equipment and Support","Ministry of Defence","Outside London","305","[c]","34060","31420"
"Leaver Dept.","2022","Declared non-disabled","Defence Equipment and Support","Ministry of Defence","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Defence Science and Technology Laboratory","Ministry of Defence","Outside London","65","[c]","39880","38070"
"Leaver Dept.","2022","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","London","305","[c]","47920","40770"
"Leaver Dept.","2022","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Outside London","35","[c]","35070","30390"
"Leaver Dept.","2022","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Unknown","40","[c]","48500","51710"
"Leaver Dept.","2022","Declared non-disabled","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","London","145","[c]","44910","38290"
"Leaver Dept.","2022","Declared non-disabled","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Department for Education (excl. agencies)","Department for Education","London","125","[c]","47890","45540"
"Leaver Dept.","2022","Declared non-disabled","Department for Education (excl. agencies)","Department for Education","Outside London","130","[c]","41290","37100"
"Leaver Dept.","2022","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","London","155","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Outside London","105","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Department for International Trade","Department for International Trade","London","100","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Department for International Trade","Department for International Trade","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","London","180","[c]","42880","39600"
"Leaver Dept.","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Outside London","35","[c]","37950","36340"
"Leaver Dept.","2022","Declared non-disabled","Department for Transport (excl. agencies)","Department for Transport","London","160","[c]","45530","42890"
"Leaver Dept.","2022","Declared non-disabled","Department for Transport (excl. agencies)","Department for Transport","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","London","325","[c]","35270","31060"
"Leaver Dept.","2022","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Outside London","1880","[c]","28490","27570"
"Leaver Dept.","2022","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","London","45","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Outside London","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Disclosure Scotland","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Driver and Vehicle Licensing Agency","Department for Transport","Unknown","115","[c]","29920","26780"
"Leaver Dept.","2022","Declared non-disabled","Driver and Vehicle Standards Agency","Department for Transport","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Driver and Vehicle Standards Agency","Department for Transport","Outside London","80","[c]","31990","30730"
"Leaver Dept.","2022","Declared non-disabled","Education and Skills Funding Agency","Department for Education","London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Education and Skills Funding Agency","Department for Education","Outside London","35","[c]","34620","33000"
"Leaver Dept.","2022","Declared non-disabled","Estyn","Estyn","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","FCDO Services","Foreign, Commonwealth and Development Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Food Standards Agency","Food Standards Agency","London","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Food Standards Agency","Food Standards Agency","Outside London","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Food Standards Scotland","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","London","175","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Outside London","45","[c]","42050","39630"
"Leaver Dept.","2022","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Overseas","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Forestry and Land Scotland","Scottish Government","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Forestry and Land Scotland","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Government Actuary's Department","Chancellor's other departments","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Government Internal Audit Agency","HM Treasury","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Government Internal Audit Agency","HM Treasury","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Government Legal Department","Attorney General's Departments","London","65","[c]","45470","50020"
"Leaver Dept.","2022","Declared non-disabled","Government Property Agency","Cabinet Office","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Government Property Agency","Cabinet Office","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Health and Safety Executive","Department for Work and Pensions","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Health and Safety Executive","Department for Work and Pensions","Outside London","40","[c]","39900","39390"
"Leaver Dept.","2022","Declared non-disabled","HM Courts and Tribunals Service","Ministry of Justice","London","100","[c]","33300","28310"
"Leaver Dept.","2022","Declared non-disabled","HM Courts and Tribunals Service","Ministry of Justice","Outside London","235","[c]","24700","20970"
"Leaver Dept.","2022","Declared non-disabled","HM Courts and Tribunals Service","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","HM Crown Prosecution Service Inspectorate","Attorney General's Departments","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","HM Prison and Probation Service","Ministry of Justice","London","90","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","HM Prison and Probation Service","Ministry of Justice","Outside London","285","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","HM Prison and Probation Service","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","London","110","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Outside London","595","[c]","[c]","[c]"
