"Status","Year","Age","Organisation","Parent_department","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","50-59","Driver and Vehicle Licensing Agency","Department for Transport","Human Resources","50","45","33450","31210"
"In post","2022","50-59","Driver and Vehicle Licensing Agency","Department for Transport","Medicine","20","15","77260","86520"
"In post","2022","50-59","Driver and Vehicle Licensing Agency","Department for Transport","Operational Delivery","990","865","22460","21840"
"In post","2022","50-59","Driver and Vehicle Licensing Agency","Department for Transport","Policy","40","40","33440","32010"
"In post","2022","50-59","Driver and Vehicle Licensing Agency","Department for Transport","Project Delivery","30","30","35290","31450"
"In post","2022","50-59","Driver and Vehicle Licensing Agency","Department for Transport","Property","20","15","31280","28760"
"In post","2022","50-59","Driver and Vehicle Licensing Agency","Department for Transport","Security","10","10","24880","24720"
"In post","2022","50-59","Driver and Vehicle Licensing Agency","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Driver and Vehicle Standards Agency","Department for Transport","Commercial","10","10","44100","44020"
"In post","2022","50-59","Driver and Vehicle Standards Agency","Department for Transport","Communications","5","5","[c]","[c]"
"In post","2022","50-59","Driver and Vehicle Standards Agency","Department for Transport","Counter Fraud","10","10","31980","28780"
"In post","2022","50-59","Driver and Vehicle Standards Agency","Department for Transport","Digital, Data and Technology","40","40","38590","39060"
"In post","2022","50-59","Driver and Vehicle Standards Agency","Department for Transport","Finance","25","25","40390","40900"
"In post","2022","50-59","Driver and Vehicle Standards Agency","Department for Transport","Human Resources","45","40","39530","38350"
"In post","2022","50-59","Driver and Vehicle Standards Agency","Department for Transport","Knowledge and Information Management","15","15","34640","33350"
"In post","2022","50-59","Driver and Vehicle Standards Agency","Department for Transport","Operational Delivery","1490","1445","28830","26780"
"In post","2022","50-59","Driver and Vehicle Standards Agency","Department for Transport","Operational Research","25","20","28650","26700"
"In post","2022","50-59","Driver and Vehicle Standards Agency","Department for Transport","Other","10","10","46270","34800"
"In post","2022","50-59","Driver and Vehicle Standards Agency","Department for Transport","Policy","55","50","38300","34800"
"In post","2022","50-59","Driver and Vehicle Standards Agency","Department for Transport","Project Delivery","15","15","40340","39470"
"In post","2022","50-59","Driver and Vehicle Standards Agency","Department for Transport","Property","25","25","33850","31680"
"In post","2022","50-59","Education and Skills Funding Agency","Department for Education","Commercial","60","60","43840","39070"
"In post","2022","50-59","Education and Skills Funding Agency","Department for Education","Communications","25","25","44270","40300"
"In post","2022","50-59","Education and Skills Funding Agency","Department for Education","Digital, Data and Technology","50","50","41710","38440"
"In post","2022","50-59","Education and Skills Funding Agency","Department for Education","Finance","85","80","43650","40300"
"In post","2022","50-59","Education and Skills Funding Agency","Department for Education","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Education and Skills Funding Agency","Department for Education","Operational Delivery","185","185","46080","45140"
"In post","2022","50-59","Education and Skills Funding Agency","Department for Education","Policy","50","45","49130","41750"
"In post","2022","50-59","Education and Skills Funding Agency","Department for Education","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Education Scotland","Scottish Government","Unknown","125","125","62940","65280"
"In post","2022","50-59","Estyn","Estyn","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Estyn","Estyn","Finance","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Estyn","Estyn","Inspector of Education and Training","35","35","75160","75480"
"In post","2022","50-59","Estyn","Estyn","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Estyn","Estyn","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","50-59","FCDO Services","Foreign, Commonwealth and Development Office","Commercial","30","30","52990","48830"
"In post","2022","50-59","FCDO Services","Foreign, Commonwealth and Development Office","Communications","[c]","[c]","[c]","[c]"
"In post","2022","50-59","FCDO Services","Foreign, Commonwealth and Development Office","Digital, Data and Technology","30","30","52030","48190"
"In post","2022","50-59","FCDO Services","Foreign, Commonwealth and Development Office","Finance","10","10","51260","49070"
"In post","2022","50-59","FCDO Services","Foreign, Commonwealth and Development Office","Human Resources","15","15","51200","49780"
"In post","2022","50-59","FCDO Services","Foreign, Commonwealth and Development Office","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","50-59","FCDO Services","Foreign, Commonwealth and Development Office","Legal","10","10","51240","52920"
"In post","2022","50-59","FCDO Services","Foreign, Commonwealth and Development Office","Other","10","10","49620","31940"
"In post","2022","50-59","FCDO Services","Foreign, Commonwealth and Development Office","Project Delivery","20","20","42060","41740"
"In post","2022","50-59","FCDO Services","Foreign, Commonwealth and Development Office","Property","95","95","45460","44090"
"In post","2022","50-59","FCDO Services","Foreign, Commonwealth and Development Office","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","50-59","FCDO Services","Foreign, Commonwealth and Development Office","Security","80","80","38770","36300"
"In post","2022","50-59","Food Standards Agency","Food Standards Agency","Commercial","5","5","[c]","[c]"
"In post","2022","50-59","Food Standards Agency","Food Standards Agency","Communications","5","5","[c]","[c]"
"In post","2022","50-59","Food Standards Agency","Food Standards Agency","Counter Fraud","30","30","41030","37350"
"In post","2022","50-59","Food Standards Agency","Food Standards Agency","Digital, Data and Technology","20","20","47070","41680"
"In post","2022","50-59","Food Standards Agency","Food Standards Agency","Finance","15","15","45520","43120"
"In post","2022","50-59","Food Standards Agency","Food Standards Agency","Human Resources","10","10","45770","45690"
"In post","2022","50-59","Food Standards Agency","Food Standards Agency","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Food Standards Agency","Food Standards Agency","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Food Standards Agency","Food Standards Agency","Legal","10","10","[c]","[c]"
"In post","2022","50-59","Food Standards Agency","Food Standards Agency","Operational Delivery","260","255","31290","27190"
"In post","2022","50-59","Food Standards Agency","Food Standards Agency","Policy","60","60","45310","39890"
"In post","2022","50-59","Food Standards Agency","Food Standards Agency","Project Delivery","10","10","45680","51300"
"In post","2022","50-59","Food Standards Agency","Food Standards Agency","Science and Engineering","15","15","45530","37910"
"In post","2022","50-59","Food Standards Agency","Food Standards Agency","Security","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Food Standards Agency","Food Standards Agency","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Food Standards Agency","Food Standards Agency","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Food Standards Agency","Food Standards Agency","Veterinarian","20","20","47920","48240"
"In post","2022","50-59","Food Standards Scotland","Scottish Government","Unknown","70","70","40320","31540"
"In post","2022","50-59","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Commercial","20","20","40930","43110"
"In post","2022","50-59","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Communications","10","10","64780","61330"
"In post","2022","50-59","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Digital, Data and Technology","45","45","48940","48500"
"In post","2022","50-59","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Economics","10","10","70920","73070"
