"Status","Year","Disability","Parent_department","Profession_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Declared disabled","UK Statistics Authority","Operational Research","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","UK Statistics Authority","Policy","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","UK Statistics Authority","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","UK Statistics Authority","Policy","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","UK Statistics Authority","Policy","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","UK Statistics Authority","Policy","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","UK Statistics Authority","Project Delivery","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","UK Statistics Authority","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","UK Statistics Authority","Project Delivery","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","UK Statistics Authority","Project Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","UK Statistics Authority","Project Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","UK Statistics Authority","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","UK Statistics Authority","Property","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","UK Statistics Authority","Property","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","UK Statistics Authority","Security","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","UK Statistics Authority","Security","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","UK Statistics Authority","Social Research","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","UK Statistics Authority","Social Research","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","UK Statistics Authority","Social Research","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","UK Statistics Authority","Social Research","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","UK Statistics Authority","Statistics","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","UK Statistics Authority","Statistics","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","UK Statistics Authority","Statistics","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","UK Statistics Authority","Statistics","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","UK Statistics Authority","Statistics","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","UK Statistics Authority","Statistics","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","UK Statistics Authority","Statistics","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","UK Supreme Court","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","UK Supreme Court","Legal","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","UK Supreme Court","Medicine","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","UK Supreme Court","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Water Services Regulation Authority","Communications","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Water Services Regulation Authority","Communications","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Water Services Regulation Authority","Communications","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Water Services Regulation Authority","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Water Services Regulation Authority","Digital, Data and Technology","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Water Services Regulation Authority","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Water Services Regulation Authority","Economics","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Water Services Regulation Authority","Economics","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Water Services Regulation Authority","Economics","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Water Services Regulation Authority","Finance","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Water Services Regulation Authority","Finance","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Water Services Regulation Authority","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Water Services Regulation Authority","Human Resources","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Water Services Regulation Authority","Human Resources","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Water Services Regulation Authority","Legal","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Water Services Regulation Authority","Legal","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Water Services Regulation Authority","Legal","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Water Services Regulation Authority","Operational Delivery","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Water Services Regulation Authority","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Water Services Regulation Authority","Policy","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Water Services Regulation Authority","Policy","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Water Services Regulation Authority","Policy","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Water Services Regulation Authority","Policy","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Water Services Regulation Authority","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Water Services Regulation Authority","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Water Services Regulation Authority","Science and Engineering","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Welsh Government","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Welsh Government","Communications","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Welsh Government","Communications","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Welsh Government","Communications","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Welsh Government","Digital, Data and Technology","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Welsh Government","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Welsh Government","Digital, Data and Technology","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Welsh Government","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Welsh Government","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Welsh Government","Finance","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Welsh Government","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Welsh Government","Finance","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Welsh Government","Finance","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Welsh Government","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Welsh Government","Finance","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Welsh Government","Human Resources","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Welsh Government","Human Resources","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Welsh Government","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Welsh Government","Knowledge and Information Management","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Welsh Government","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Welsh Government","Legal","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Welsh Government","Legal","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Welsh Government","Medicine","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Welsh Government","Medicine","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Welsh Government","Medicine","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Welsh Government","Medicine","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Welsh Government","Medicine","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Welsh Government","Medicine","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Welsh Government","Operational Delivery","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Welsh Government","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Welsh Government","Operational Delivery","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Welsh Government","Operational Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Welsh Government","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Welsh Government","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Welsh Government","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Welsh Government","Other","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Welsh Government","Other","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Welsh Government","Other","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Welsh Government","Other","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Welsh Government","Other","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Welsh Government","Other","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Welsh Government","Planning","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Welsh Government","Planning","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Welsh Government","Policy","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Welsh Government","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Welsh Government","Policy","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Welsh Government","Policy","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Welsh Government","Policy","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Welsh Government","Policy","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Welsh Government","Policy","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Welsh Government","Project Delivery","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Welsh Government","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Welsh Government","Project Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Welsh Government","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Welsh Government","Property","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Welsh Government","Property","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Welsh Government","Property","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Welsh Government","Science and Engineering","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Welsh Government","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Welsh Government","Science and Engineering","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Welsh Government","Social Research","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Welsh Government","Statistics","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Welsh Government","Statistics","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Welsh Government","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Welsh Government","Veterinarian","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Attorney General's Departments","Commercial","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Attorney General's Departments","Commercial","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Attorney General's Departments","Commercial","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Attorney General's Departments","Commercial","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Attorney General's Departments","Communications","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Attorney General's Departments","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Attorney General's Departments","Communications","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Attorney General's Departments","Communications","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Attorney General's Departments","Corporate Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Attorney General's Departments","Counter Fraud","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Attorney General's Departments","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Attorney General's Departments","Counter Fraud","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Attorney General's Departments","Counter Fraud","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Attorney General's Departments","Counter Fraud","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Attorney General's Departments","Counter Fraud","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Attorney General's Departments","Digital, Data and Technology","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Attorney General's Departments","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
