"Status","Year","Age","Function_of_post","Parent_department","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","20-29","Legal","Office of Gas and Electricity Markets","HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Legal","Office of Qualifications and Examinations Regulation","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Legal","Office of Qualifications and Examinations Regulation","HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Legal","Office of Rail and Road","AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Legal","Office of Rail and Road","G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Legal","Scottish Government","AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Legal","Scottish Government","EO","50","50","28860","30360"
"In post","2022","20-29","Legal","Scottish Government","HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Legal","Scottish Government","SEO","100","100","42670","41750"
"In post","2022","20-29","Legal","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Legal","UK Supreme Court","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Legal","UK Supreme Court","G6","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Legal","UK Supreme Court","SEO","5","5","[c]","[c]"
"In post","2022","20-29","Legal","Water Services Regulation Authority","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","No function","Attorney General's Departments","AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","No function","Attorney General's Departments","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","No function","Attorney General's Departments","G6","[c]","[c]","[c]","[c]"
"In post","2022","20-29","No function","Attorney General's Departments","HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","No function","Attorney General's Departments","SEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","No function","Cabinet Office","AO","40","40","22490","24490"
"In post","2022","20-29","No function","Cabinet Office","EO","160","160","27320","27500"
"In post","2022","20-29","No function","Cabinet Office","G6","20","20","64660","64500"
"In post","2022","20-29","No function","Cabinet Office","G7","220","220","54870","54700"
"In post","2022","20-29","No function","Cabinet Office","HEO","1765","1760","30310","29250"
"In post","2022","20-29","No function","Cabinet Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","20-29","No function","Cabinet Office","SEO","140","140","40170","40600"
"In post","2022","20-29","No function","Chancellor's other departments","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","No function","Chancellor's other departments","G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","No function","Chancellor's other departments","SEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","No function","Charity Commission","AO","15","10","17360","17140"
"In post","2022","20-29","No function","Charity Commission","EO","20","20","24510","24440"
"In post","2022","20-29","No function","Charity Commission","G6","[c]","[c]","[c]","[c]"
"In post","2022","20-29","No function","Charity Commission","HEO","15","15","28610","29160"
"In post","2022","20-29","No function","Charity Commission","SEO","5","5","[c]","[c]"
"In post","2022","20-29","No function","Department for Business, Energy and Industrial Strategy","AA","5","5","[c]","[c]"
"In post","2022","20-29","No function","Department for Business, Energy and Industrial Strategy","AO","245","240","21360","21130"
"In post","2022","20-29","No function","Department for Business, Energy and Industrial Strategy","EO","365","365","26500","24750"
"In post","2022","20-29","No function","Department for Business, Energy and Industrial Strategy","G6","30","30","65730","64700"
"In post","2022","20-29","No function","Department for Business, Energy and Industrial Strategy","G7","490","490","54780","53380"
"In post","2022","20-29","No function","Department for Business, Energy and Industrial Strategy","HEO","625","625","33490","33570"
"In post","2022","20-29","No function","Department for Business, Energy and Industrial Strategy","SEO","555","550","40800","40050"
"In post","2022","20-29","No function","Department for Digital, Culture, Media and Sport","EO","85","85","26660","26180"
"In post","2022","20-29","No function","Department for Digital, Culture, Media and Sport","G6","10","10","[c]","[c]"
"In post","2022","20-29","No function","Department for Digital, Culture, Media and Sport","G7","150","150","52490","51730"
"In post","2022","20-29","No function","Department for Digital, Culture, Media and Sport","HEO","360","360","34580","34020"
"In post","2022","20-29","No function","Department for Education","AO","15","15","21820","21250"
"In post","2022","20-29","No function","Department for Education","EO","220","215","26050","25000"
"In post","2022","20-29","No function","Department for Education","G6","10","10","63460","64180"
"In post","2022","20-29","No function","Department for Education","G7","165","165","52510","53420"
"In post","2022","20-29","No function","Department for Education","HEO","320","315","31420","30320"
"In post","2022","20-29","No function","Department for Education","SEO","300","300","39130","40230"
"In post","2022","20-29","No function","Department for Environment, Food and Rural Affairs","AO","230","220","22390","21300"
"In post","2022","20-29","No function","Department for Environment, Food and Rural Affairs","EO","370","365","26280","25170"
"In post","2022","20-29","No function","Department for Environment, Food and Rural Affairs","G6","10","10","[c]","[c]"
"In post","2022","20-29","No function","Department for Environment, Food and Rural Affairs","G7","150","145","52370","52290"
"In post","2022","20-29","No function","Department for Environment, Food and Rural Affairs","HEO","670","670","32060","32560"
"In post","2022","20-29","No function","Department for Environment, Food and Rural Affairs","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","20-29","No function","Department for Environment, Food and Rural Affairs","SEO","265","265","38090","38750"
"In post","2022","20-29","No function","Department for Environment, Food and Rural Affairs","Unknown","5","5","[c]","[c]"
"In post","2022","20-29","No function","Department for International Trade","AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","No function","Department for International Trade","EO","80","80","26950","26250"
"In post","2022","20-29","No function","Department for International Trade","G6","5","5","[c]","[c]"
"In post","2022","20-29","No function","Department for International Trade","G7","150","150","52520","51710"
"In post","2022","20-29","No function","Department for International Trade","HEO","250","245","32470","31800"
"In post","2022","20-29","No function","Department for International Trade","SEO","195","195","38810","38160"
"In post","2022","20-29","No function","Department for Levelling Up, Housing and Communities","AA","[c]","[c]","[c]","[c]"
"In post","2022","20-29","No function","Department for Levelling Up, Housing and Communities","AO","50","45","21570","21270"
"In post","2022","20-29","No function","Department for Levelling Up, Housing and Communities","EO","145","145","27050","27850"
"In post","2022","20-29","No function","Department for Levelling Up, Housing and Communities","G6","10","10","63880","63470"
"In post","2022","20-29","No function","Department for Levelling Up, Housing and Communities","G7","155","150","52630","53130"
"In post","2022","20-29","No function","Department for Levelling Up, Housing and Communities","HEO","270","270","32510","33210"
"In post","2022","20-29","No function","Department for Levelling Up, Housing and Communities","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","20-29","No function","Department for Levelling Up, Housing and Communities","SEO","155","155","39190","39600"
"In post","2022","20-29","No function","Department for Transport","AA","175","160","18310","18310"
"In post","2022","20-29","No function","Department for Transport","AO","640","615","22660","21840"
"In post","2022","20-29","No function","Department for Transport","EO","245","245","27730","26470"
"In post","2022","20-29","No function","Department for Transport","G6","15","15","65500","65440"
"In post","2022","20-29","No function","Department for Transport","G7","90","90","53780","54110"
"In post","2022","20-29","No function","Department for Transport","HEO","245","240","33970","34710"
"In post","2022","20-29","No function","Department for Transport","SEO","135","135","41990","42470"
"In post","2022","20-29","No function","Department for Work and Pensions","AA","[c]","[c]","[c]","[c]"
"In post","2022","20-29","No function","Department for Work and Pensions","AO","3165","3075","21550","21260"
"In post","2022","20-29","No function","Department for Work and Pensions","EO","5270","5190","28380","27570"
"In post","2022","20-29","No function","Department for Work and Pensions","G7","25","25","52520","54070"
"In post","2022","20-29","No function","Department for Work and Pensions","HEO","190","190","33340","31990"
"In post","2022","20-29","No function","Department for Work and Pensions","SEO","45","45","38930","39960"
"In post","2022","20-29","No function","Department of Health and Social Care","AA","45","40","20210","19100"
"In post","2022","20-29","No function","Department of Health and Social Care","AO","250","225","21350","20210"
"In post","2022","20-29","No function","Department of Health and Social Care","EO","455","430","25970","26880"
"In post","2022","20-29","No function","Department of Health and Social Care","G6","25","25","64360","66230"
"In post","2022","20-29","No function","Department of Health and Social Care","G7","170","170","53280","53360"
"In post","2022","20-29","No function","Department of Health and Social Care","HEO","655","640","31580","32330"
"In post","2022","20-29","No function","Department of Health and Social Care","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","20-29","No function","Department of Health and Social Care","SEO","300","295","39320","40070"
"In post","2022","20-29","No function","Food Standards Agency","AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","No function","Food Standards Agency","EO","25","25","26140","26750"
"In post","2022","20-29","No function","Food Standards Agency","G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","No function","Food Standards Agency","HEO","40","40","31130","30350"
"In post","2022","20-29","No function","Food Standards Agency","SEO","20","20","39070","39870"
"In post","2022","20-29","No function","Foreign, Commonwealth and Development Office","AO","95","95","26240","25000"
"In post","2022","20-29","No function","Foreign, Commonwealth and Development Office","EO","105","105","29440","29300"
"In post","2022","20-29","No function","Foreign, Commonwealth and Development Office","G6","[c]","[c]","[c]","[c]"
"In post","2022","20-29","No function","Foreign, Commonwealth and Development Office","G7","30","30","55780","54370"
"In post","2022","20-29","No function","Foreign, Commonwealth and Development Office","HEO","405","405","35130","35700"
"In post","2022","20-29","No function","Foreign, Commonwealth and Development Office","SEO","25","25","42590","43300"
"In post","2022","20-29","No function","HM Land Registry","AO","530","520","22690","22600"
"In post","2022","20-29","No function","HM Land Registry","EO","335","330","27290","27130"
"In post","2022","20-29","No function","HM Land Registry","HEO","35","35","34030","33840"
"In post","2022","20-29","No function","HM Land Registry","SEO","10","10","[c]","[c]"
"In post","2022","20-29","No function","HM Revenue and Customs","AA","5","5","[c]","[c]"
"In post","2022","20-29","No function","HM Revenue and Customs","AO","2815","2695","21320","21250"
"In post","2022","20-29","No function","HM Revenue and Customs","EO","1305","1295","26600","26590"
"In post","2022","20-29","No function","HM Revenue and Customs","G6","20","20","68710","67910"
"In post","2022","20-29","No function","HM Revenue and Customs","G7","255","255","57050","55210"
"In post","2022","20-29","No function","HM Revenue and Customs","HEO","1335","1330","33840","33080"
"In post","2022","20-29","No function","HM Revenue and Customs","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","20-29","No function","HM Revenue and Customs","SEO","190","190","40800","40520"
"In post","2022","20-29","No function","HM Treasury","AO","10","10","22200","22750"
"In post","2022","20-29","No function","HM Treasury","EO","75","70","25640","24300"
"In post","2022","20-29","No function","HM Treasury","G6","10","10","63290","63000"
"In post","2022","20-29","No function","HM Treasury","G7","275","275","53520","52500"
"In post","2022","20-29","No function","HM Treasury","HEO","520","520","33150","32320"
"In post","2022","20-29","No function","HM Treasury","SEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","No function","Ministry of Defence","AA","65","65","18940","17790"
"In post","2022","20-29","No function","Ministry of Defence","AO","110","110","20850","20420"
"In post","2022","20-29","No function","Ministry of Defence","EO","100","100","26050","26740"
"In post","2022","20-29","No function","Ministry of Defence","G7","10","10","[c]","[c]"
"In post","2022","20-29","No function","Ministry of Defence","HEO","535","535","29660","29230"
"In post","2022","20-29","No function","Ministry of Defence","SEO","100","100","38870","38070"
"In post","2022","20-29","No function","Ministry of Justice","AA","1370","1350","21090","20890"
"In post","2022","20-29","No function","Ministry of Justice","AO","7695","7575","25260","24430"
"In post","2022","20-29","No function","Ministry of Justice","EO","1320","1310","28220","28310"
"In post","2022","20-29","No function","Ministry of Justice","G6","5","5","[c]","[c]"
"In post","2022","20-29","No function","Ministry of Justice","G7","85","85","55700","54350"
