"Status","Year","Ethnicity","Organisation","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Other ethnicity","UK Space Agency","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","UK Statistics Authority","AA","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","UK Statistics Authority","AO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","UK Statistics Authority","EO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","UK Statistics Authority","G6","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","UK Statistics Authority","G7","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","UK Statistics Authority","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","UK Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","UK Statistics Authority","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","UK Supreme Court","AO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","UK Supreme Court","EO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","UK Supreme Court","G6","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","UK Supreme Court","G7","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","UK Supreme Court","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","UK Supreme Court","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","UK Supreme Court","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Valuation Office Agency","AO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Valuation Office Agency","EO","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Valuation Office Agency","G6","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Valuation Office Agency","G7","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Valuation Office Agency","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Valuation Office Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Valuation Office Agency","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Vehicle Certification Agency","AA","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Vehicle Certification Agency","AO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Vehicle Certification Agency","EO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Vehicle Certification Agency","G6","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Vehicle Certification Agency","G7","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Vehicle Certification Agency","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Vehicle Certification Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Vehicle Certification Agency","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Veterinary Medicines Directorate","AO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Veterinary Medicines Directorate","EO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Veterinary Medicines Directorate","G6","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Veterinary Medicines Directorate","G7","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Veterinary Medicines Directorate","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Veterinary Medicines Directorate","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Veterinary Medicines Directorate","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Water Services Regulation Authority","AO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Water Services Regulation Authority","EO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Water Services Regulation Authority","G6","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Water Services Regulation Authority","G7","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Water Services Regulation Authority","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Water Services Regulation Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Water Services Regulation Authority","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Welsh Government (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Welsh Government (excl. agencies)","EO","10","10","[c]","[c]"
"In post","2022","Other ethnicity","Welsh Government (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Welsh Government (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Welsh Government (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Welsh Government (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Welsh Government (excl. agencies)","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Welsh Revenue Authority","AO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Welsh Revenue Authority","EO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Welsh Revenue Authority","G6","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Welsh Revenue Authority","G7","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Welsh Revenue Authority","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Welsh Revenue Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Welsh Revenue Authority","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Wilton Park","AA","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Wilton Park","AO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Wilton Park","EO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Wilton Park","G6","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Wilton Park","G7","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Wilton Park","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Wilton Park","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Wilton Park","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Accountant in Bankruptcy","AA","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Advisory, Conciliation and Arbitration Service","AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Advisory, Conciliation and Arbitration Service","EO","10","10","[c]","[c]"
"In post","2022","Undeclared","Advisory, Conciliation and Arbitration Service","G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Advisory, Conciliation and Arbitration Service","HEO","30","30","33550","32300"
"In post","2022","Undeclared","Advisory, Conciliation and Arbitration Service","SEO","10","10","[c]","[c]"
"In post","2022","Undeclared","Animal and Plant Health Agency","AA","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Animal and Plant Health Agency","AO","35","30","21690","21300"
"In post","2022","Undeclared","Animal and Plant Health Agency","EO","45","40","26690","25540"
"In post","2022","Undeclared","Animal and Plant Health Agency","G6","10","10","[c]","[c]"
"In post","2022","Undeclared","Animal and Plant Health Agency","G7","10","10","[c]","[c]"
"In post","2022","Undeclared","Animal and Plant Health Agency","HEO","30","30","31230","30790"
"In post","2022","Undeclared","Animal and Plant Health Agency","SEO","40","35","38670","37500"
"In post","2022","Undeclared","Attorney General's Office","G6","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Cabinet Office (excl. agencies)","AO","15","15","[c]","[c]"
"In post","2022","Undeclared","Cabinet Office (excl. agencies)","EO","25","25","[c]","[c]"
"In post","2022","Undeclared","Cabinet Office (excl. agencies)","G6","20","20","[c]","[c]"
"In post","2022","Undeclared","Cabinet Office (excl. agencies)","G7","70","65","56000","54700"
"In post","2022","Undeclared","Cabinet Office (excl. agencies)","HEO","55","55","33770","34550"
"In post","2022","Undeclared","Cabinet Office (excl. agencies)","SCS level","15","15","[c]","[c]"
"In post","2022","Undeclared","Cabinet Office (excl. agencies)","SEO","35","35","40670","40600"
"In post","2022","Undeclared","Centre for Environment, Fisheries and Aquaculture Science","AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Centre for Environment, Fisheries and Aquaculture Science","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Centre for Environment, Fisheries and Aquaculture Science","G6","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Centre for Environment, Fisheries and Aquaculture Science","G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Centre for Environment, Fisheries and Aquaculture Science","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Centre for Environment, Fisheries and Aquaculture Science","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Centre for Environment, Fisheries and Aquaculture Science","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Charity Commission","AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Charity Commission","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Charity Commission","G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Charity Commission","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Companies House","AO","25","25","[c]","[c]"
"In post","2022","Undeclared","Companies House","EO","25","20","[c]","[c]"
"In post","2022","Undeclared","Companies House","G6","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Companies House","G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Companies House","HEO","10","10","[c]","[c]"
"In post","2022","Undeclared","Companies House","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Companies House","SEO","15","15","[c]","[c]"
"In post","2022","Undeclared","Competition and Markets Authority","AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Competition and Markets Authority","G6","10","10","[c]","[c]"
"In post","2022","Undeclared","Competition and Markets Authority","G7","5","5","[c]","[c]"
"In post","2022","Undeclared","Competition and Markets Authority","HEO","5","5","[c]","[c]"
"In post","2022","Undeclared","Competition and Markets Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Criminal Injuries Compensation Authority","AA","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Criminal Injuries Compensation Authority","AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Criminal Injuries Compensation Authority","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Criminal Injuries Compensation Authority","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Crown Commercial Service","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Crown Commercial Service","G6","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Crown Commercial Service","G7","5","5","[c]","[c]"
"In post","2022","Undeclared","Crown Commercial Service","HEO","10","10","[c]","[c]"
"In post","2022","Undeclared","Crown Commercial Service","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Crown Commercial Service","SEO","10","10","[c]","[c]"
"In post","2022","Undeclared","Crown Office and Procurator Fiscal Service","AO","10","10","[c]","[c]"
"In post","2022","Undeclared","Crown Office and Procurator Fiscal Service","EO","5","5","[c]","[c]"
"In post","2022","Undeclared","Crown Office and Procurator Fiscal Service","G6","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Crown Office and Procurator Fiscal Service","G7","10","10","[c]","[c]"
"In post","2022","Undeclared","Crown Office and Procurator Fiscal Service","HEO","10","10","[c]","[c]"
"In post","2022","Undeclared","Crown Office and Procurator Fiscal Service","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Crown Office and Procurator Fiscal Service","SEO","20","15","[c]","[c]"
"In post","2022","Undeclared","Crown Prosecution Service","AO","25","25","[c]","[c]"
"In post","2022","Undeclared","Crown Prosecution Service","EO","25","25","[c]","[c]"
"In post","2022","Undeclared","Crown Prosecution Service","G6","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Crown Prosecution Service","G7","55","50","55590","54130"
"In post","2022","Undeclared","Crown Prosecution Service","HEO","15","15","[c]","[c]"
"In post","2022","Undeclared","Crown Prosecution Service","SEO","5","5","[c]","[c]"
"In post","2022","Undeclared","Defence Electronics and Components Agency","AA","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Defence Electronics and Components Agency","AO","5","5","[c]","[c]"
"In post","2022","Undeclared","Defence Electronics and Components Agency","EO","15","15","[c]","[c]"
"In post","2022","Undeclared","Defence Electronics and Components Agency","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Defence Equipment and Support","EO","80","75","23400","23260"
"In post","2022","Undeclared","Defence Equipment and Support","G6","30","30","67040","66010"
"In post","2022","Undeclared","Defence Equipment and Support","G7","85","85","53320","55000"
"In post","2022","Undeclared","Defence Equipment and Support","HEO","180","175","31440","31950"
"In post","2022","Undeclared","Defence Equipment and Support","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Defence Equipment and Support","SEO","230","220","41170","41530"
"In post","2022","Undeclared","Defence Science and Technology Laboratory","AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Defence Science and Technology Laboratory","EO","15","15","[c]","[c]"
"In post","2022","Undeclared","Defence Science and Technology Laboratory","G6","5","5","[c]","[c]"
"In post","2022","Undeclared","Defence Science and Technology Laboratory","G7","185","180","50960","47100"
"In post","2022","Undeclared","Defence Science and Technology Laboratory","HEO","60","55","30900","29230"
"In post","2022","Undeclared","Defence Science and Technology Laboratory","SEO","115","115","39690","38070"
"In post","2022","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","AO","5","5","[c]","[c]"
"In post","2022","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","10","10","[c]","[c]"
"In post","2022","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6","50","45","69140","67700"
"In post","2022","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","G7","100","100","55390","53600"
"In post","2022","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","HEO","40","40","37150","33690"
"In post","2022","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","SCS level","15","15","[c]","[c]"
"In post","2022","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO","45","45","43430","40220"
"In post","2022","Undeclared","Department for Digital, Culture, Media and Sport","EO","10","5","[c]","[c]"
"In post","2022","Undeclared","Department for Digital, Culture, Media and Sport","G6","5","5","[c]","[c]"
"In post","2022","Undeclared","Department for Digital, Culture, Media and Sport","G7","15","15","[c]","[c]"
"In post","2022","Undeclared","Department for Digital, Culture, Media and Sport","HEO","15","15","[c]","[c]"
"In post","2022","Undeclared","Department for Digital, Culture, Media and Sport","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Education (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Education (excl. agencies)","EO","20","20","[c]","[c]"
"In post","2022","Undeclared","Department for Education (excl. agencies)","G6","25","25","[c]","[c]"
"In post","2022","Undeclared","Department for Education (excl. agencies)","G7","55","55","52530","50630"
"In post","2022","Undeclared","Department for Education (excl. agencies)","HEO","35","35","31570","30230"
