"Status","Year","Age","Function_of_post","Parent_department","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","50-59","Commercial","HM Land Registry","Outside London","5","5","[c]","[c]"
"In post","2022","50-59","Commercial","HM Revenue and Customs","London","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Commercial","HM Revenue and Customs","Outside London","45","40","42500","40520"
"In post","2022","50-59","Commercial","HM Treasury","London","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Commercial","HM Treasury","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Commercial","Ministry of Defence","London","20","20","40640","37920"
"In post","2022","50-59","Commercial","Ministry of Defence","Outside London","455","450","42310","40580"
"In post","2022","50-59","Commercial","Ministry of Defence","Overseas","5","5","[c]","[c]"
"In post","2022","50-59","Commercial","Ministry of Justice","London","25","25","43760","42010"
"In post","2022","50-59","Commercial","Ministry of Justice","Outside London","35","30","32560","26900"
"In post","2022","50-59","Commercial","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Commercial","National Crime Agency","London","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Commercial","National Crime Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Commercial","Office for Standards in Education, Children's Services and Skills","Outside London","5","5","[c]","[c]"
"In post","2022","50-59","Commercial","Scottish Government","Outside London","35","30","35920","26900"
"In post","2022","50-59","Commercial","The National Archives","London","15","15","34340","28460"
"In post","2022","50-59","Commercial","UK Export Finance","London","45","45","63780","52500"
"In post","2022","50-59","Commercial","UK Export Finance","Outside London","10","10","45020","43000"
"In post","2022","50-59","Commercial","UK Statistics Authority","Outside London","10","10","[c]","[c]"
"In post","2022","50-59","Commercial","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Communications","Attorney General's Departments","London","5","5","[c]","[c]"
"In post","2022","50-59","Communications","Attorney General's Departments","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Communications","Cabinet Office","London","35","30","59890","60640"
"In post","2022","50-59","Communications","Cabinet Office","Outside London","5","5","[c]","[c]"
"In post","2022","50-59","Communications","Chancellor's other departments","London","5","5","[c]","[c]"
"In post","2022","50-59","Communications","Charity Commission","London","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Communications","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Communications","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Communications","Department for Business, Energy and Industrial Strategy","London","10","10","51850","44120"
"In post","2022","50-59","Communications","Department for Business, Energy and Industrial Strategy","Outside London","20","20","36440","35070"
"In post","2022","50-59","Communications","Department for Digital, Culture, Media and Sport","London","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Communications","Department for Education","London","10","10","49500","36300"
"In post","2022","50-59","Communications","Department for Education","Outside London","30","30","35970","30200"
"In post","2022","50-59","Communications","Department for Environment, Food and Rural Affairs","London","5","5","[c]","[c]"
"In post","2022","50-59","Communications","Department for Environment, Food and Rural Affairs","Outside London","40","40","38670","36970"
"In post","2022","50-59","Communications","Department for International Trade","London","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Communications","Department for International Trade","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Communications","Department for Levelling Up, Housing and Communities","London","15","15","46970","45720"
"In post","2022","50-59","Communications","Department for Levelling Up, Housing and Communities","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Communications","Department for Transport","London","5","5","[c]","[c]"
"In post","2022","50-59","Communications","Department for Transport","Outside London","20","20","40670","32180"
"In post","2022","50-59","Communications","Department for Work and Pensions","London","30","25","38590","36030"
"In post","2022","50-59","Communications","Department for Work and Pensions","Outside London","25","25","43040","40170"
"In post","2022","50-59","Communications","Department of Health and Social Care","London","65","65","47330","41890"
"In post","2022","50-59","Communications","Department of Health and Social Care","Outside London","20","20","47560","49530"
"In post","2022","50-59","Communications","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Communications","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Communications","Foreign, Commonwealth and Development Office","London","15","15","64470","60720"
"In post","2022","50-59","Communications","Foreign, Commonwealth and Development Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Communications","HM Land Registry","London","10","10","[c]","[c]"
"In post","2022","50-59","Communications","HM Land Registry","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Communications","HM Revenue and Customs","London","35","35","53440","47240"
"In post","2022","50-59","Communications","HM Revenue and Customs","Outside London","625","585","31100","26820"
"In post","2022","50-59","Communications","HM Treasury","London","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Communications","HM Treasury","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Communications","Ministry of Defence","London","20","20","54930","48200"
"In post","2022","50-59","Communications","Ministry of Defence","Outside London","165","165","33890","29200"
"In post","2022","50-59","Communications","Ministry of Defence","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Communications","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Communications","Ministry of Justice","London","10","10","49120","47590"
"In post","2022","50-59","Communications","Ministry of Justice","Outside London","10","10","[c]","[c]"
"In post","2022","50-59","Communications","National Crime Agency","London","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Communications","National Crime Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Communications","Northern Ireland Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Communications","Office for Standards in Education, Children's Services and Skills","London","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Communications","Office for Standards in Education, Children's Services and Skills","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Communications","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Communications","Office of Gas and Electricity Markets","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Communications","Office of Qualifications and Examinations Regulation","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Communications","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Communications","Office of Rail and Road","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Communications","Office of the Secretary of State for Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Communications","Office of the Secretary of State for Wales","London","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Communications","Scottish Government","Outside London","10","10","[c]","[c]"
"In post","2022","50-59","Communications","The National Archives","London","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Communications","UK Export Finance","London","10","10","87070","69340"
"In post","2022","50-59","Communications","UK Statistics Authority","London","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Communications","UK Statistics Authority","Outside London","10","10","[c]","[c]"
"In post","2022","50-59","Communications","UK Supreme Court","London","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Communications","Water Services Regulation Authority","London","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Communications","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Counter Fraud","Attorney General's Departments","London","70","70","52260","51270"
"In post","2022","50-59","Counter Fraud","Cabinet Office","London","30","30","51490","54700"
"In post","2022","50-59","Counter Fraud","Cabinet Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Counter Fraud","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Counter Fraud","Chancellor's other departments","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Counter Fraud","Department for Business, Energy and Industrial Strategy","London","15","15","45500","45640"
"In post","2022","50-59","Counter Fraud","Department for Business, Energy and Industrial Strategy","Outside London","120","115","34340","34390"
"In post","2022","50-59","Counter Fraud","Department for Digital, Culture, Media and Sport","London","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Counter Fraud","Department for Digital, Culture, Media and Sport","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Counter Fraud","Department for Transport","Outside London","15","15","32300","30910"
"In post","2022","50-59","Counter Fraud","Department for Work and Pensions","London","395","360","30340","31060"
