"Status","Year","Region_ITL1","Region_ITL3","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Northern Ireland","Belfast","SEO/HEO","Female","500","475","35460","33370"
"In post","2022","Northern Ireland","Belfast","SEO/HEO","Male","490","480","35780","33370"
"In post","2022","Northern Ireland","Causeway Coast and Glens","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Causeway Coast and Glens","AA/AO","Male","60","60","20640","20560"
"In post","2022","Northern Ireland","Causeway Coast and Glens","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Causeway Coast and Glens","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Causeway Coast and Glens","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Causeway Coast and Glens","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Causeway Coast and Glens","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Causeway Coast and Glens","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Derry City and Strabane","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Derry City and Strabane","AA/AO","Male","10","10","[c]","[c]"
"In post","2022","Northern Ireland","Derry City and Strabane","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Derry City and Strabane","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Fermanagh and Omagh","AA/AO","Female","5","5","[c]","[c]"
"In post","2022","Northern Ireland","Fermanagh and Omagh","AA/AO","Male","15","15","[c]","[c]"
"In post","2022","Northern Ireland","Fermanagh and Omagh","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Fermanagh and Omagh","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Fermanagh and Omagh","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Fermanagh and Omagh","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Lisburn and Castlereagh","AA/AO","Female","90","85","22000","22130"
"In post","2022","Northern Ireland","Lisburn and Castlereagh","AA/AO","Male","110","105","21170","20560"
"In post","2022","Northern Ireland","Lisburn and Castlereagh","EO","Female","70","65","26590","25380"
"In post","2022","Northern Ireland","Lisburn and Castlereagh","EO","Male","60","60","26720","26820"
"In post","2022","Northern Ireland","Lisburn and Castlereagh","G6/G7","Female","10","10","[c]","[c]"
"In post","2022","Northern Ireland","Lisburn and Castlereagh","G6/G7","Male","10","10","[c]","[c]"
"In post","2022","Northern Ireland","Lisburn and Castlereagh","SEO/HEO","Female","40","40","34950","34050"
"In post","2022","Northern Ireland","Lisburn and Castlereagh","SEO/HEO","Male","65","65","37300","37210"
"In post","2022","Northern Ireland","Lisburn and Castlereagh","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Lisburn and Castlereagh","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Mid and East Antrim","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Mid and East Antrim","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Mid and East Antrim","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2022","Northern Ireland","Mid and East Antrim","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Mid Ulster","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Mid Ulster","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Mid Ulster","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Mid Ulster","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Newry, Mourne and Down","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Newry, Mourne and Down","AA/AO","Male","60","60","20610","20560"
"In post","2022","Northern Ireland","Newry, Mourne and Down","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Newry, Mourne and Down","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Newry, Mourne and Down","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Newry, Mourne and Down","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Newry, Mourne and Down","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Newry, Mourne and Down","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Overseas","AA/AO","Female","40","40","22080","21680"
"In post","2022","Overseas","Overseas","AA/AO","Male","25","25","[c]","[c]"
"In post","2022","Overseas","Overseas","EO","Female","135","135","27770","27070"
"In post","2022","Overseas","Overseas","EO","Male","150","150","27640","27170"
"In post","2022","Overseas","Overseas","G6/G7","Female","555","550","59300","57640"
"In post","2022","Overseas","Overseas","G6/G7","Male","760","755","59850","57450"
"In post","2022","Overseas","Overseas","SCS level","Female","125","125","85600","76030"
"In post","2022","Overseas","Overseas","SCS level","Male","170","165","85280","76930"
"In post","2022","Overseas","Overseas","SEO/HEO","Female","575","570","38090","35390"
"In post","2022","Overseas","Overseas","SEO/HEO","Male","950","950","39950","36450"
"In post","2022","Overseas","Overseas","Unknown","Female","80","80","[c]","[c]"
"In post","2022","Overseas","Overseas","Unknown","Male","120","120","[c]","[c]"
"In post","2022","Scotland","Aberdeen City and Aberdeenshire","AA/AO","Female","280","245","23560","22710"
"In post","2022","Scotland","Aberdeen City and Aberdeenshire","AA/AO","Male","250","240","28860","26840"
"In post","2022","Scotland","Aberdeen City and Aberdeenshire","EO","Female","345","315","28840","27570"
"In post","2022","Scotland","Aberdeen City and Aberdeenshire","EO","Male","285","280","30580","29550"
"In post","2022","Scotland","Aberdeen City and Aberdeenshire","G6/G7","Female","55","55","62500","62170"
"In post","2022","Scotland","Aberdeen City and Aberdeenshire","G6/G7","Male","80","80","70550","67170"
"In post","2022","Scotland","Aberdeen City and Aberdeenshire","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Aberdeen City and Aberdeenshire","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Aberdeen City and Aberdeenshire","SEO/HEO","Female","290","270","40990","36540"
"In post","2022","Scotland","Aberdeen City and Aberdeenshire","SEO/HEO","Male","345","330","50230","40290"
"In post","2022","Scotland","Angus and Dundee City","AA/AO","Female","635","570","21630","21260"
"In post","2022","Scotland","Angus and Dundee City","AA/AO","Male","435","425","21610","21260"
"In post","2022","Scotland","Angus and Dundee City","EO","Female","400","360","27620","27570"
"In post","2022","Scotland","Angus and Dundee City","EO","Male","230","220","27660","27570"
"In post","2022","Scotland","Angus and Dundee City","G6/G7","Female","45","40","63430","62170"
"In post","2022","Scotland","Angus and Dundee City","G6/G7","Male","35","35","63770","63720"
"In post","2022","Scotland","Angus and Dundee City","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Angus and Dundee City","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Angus and Dundee City","SEO/HEO","Female","200","195","37130","34600"
"In post","2022","Scotland","Angus and Dundee City","SEO/HEO","Male","105","100","36800","33240"
"In post","2022","Scotland","Caithness and Sutherland, and Ross and Cromarty","AA/AO","Female","40","35","23990","23230"
"In post","2022","Scotland","Caithness and Sutherland, and Ross and Cromarty","AA/AO","Male","40","35","27460","25940"
"In post","2022","Scotland","Caithness and Sutherland, and Ross and Cromarty","EO","Female","40","35","28510","27570"
"In post","2022","Scotland","Caithness and Sutherland, and Ross and Cromarty","EO","Male","40","35","31630","30040"
"In post","2022","Scotland","Caithness and Sutherland, and Ross and Cromarty","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Caithness and Sutherland, and Ross and Cromarty","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Caithness and Sutherland, and Ross and Cromarty","SEO/HEO","Female","15","15","[c]","[c]"
"In post","2022","Scotland","Caithness and Sutherland, and Ross and Cromarty","SEO/HEO","Male","20","20","[c]","[c]"
"In post","2022","Scotland","Caithness and Sutherland, and Ross and Cromarty","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Caithness and Sutherland, and Ross and Cromarty","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","City of Edinburgh","AA/AO","Female","1570","1455","22930","22140"
"In post","2022","Scotland","City of Edinburgh","AA/AO","Male","1445","1410","23250","22140"
"In post","2022","Scotland","City of Edinburgh","EO","Female","1410","1320","28660","27570"
"In post","2022","Scotland","City of Edinburgh","EO","Male","1360","1315","29500","28920"
"In post","2022","Scotland","City of Edinburgh","G6/G7","Female","1420","1330","62320","62170"
"In post","2022","Scotland","City of Edinburgh","G6/G7","Male","1160","1135","63090","62170"
"In post","2022","Scotland","City of Edinburgh","SCS level","Female","115","110","89040","83230"
"In post","2022","Scotland","City of Edinburgh","SCS level","Male","125","120","90670","83230"
"In post","2022","Scotland","City of Edinburgh","SEO/HEO","Female","2730","2590","38820","37710"
"In post","2022","Scotland","City of Edinburgh","SEO/HEO","Male","2365","2305","39630","39660"
"In post","2022","Scotland","City of Edinburgh","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","City of Edinburgh","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Clackmannanshire and Fife","AA/AO","Female","265","240","22520","21640"
"In post","2022","Scotland","Clackmannanshire and Fife","AA/AO","Male","195","185","23610","21640"
"In post","2022","Scotland","Clackmannanshire and Fife","EO","Female","280","255","28950","27570"
"In post","2022","Scotland","Clackmannanshire and Fife","EO","Male","250","235","31230","32170"
"In post","2022","Scotland","Clackmannanshire and Fife","G6/G7","Female","15","15","[c]","[c]"
"In post","2022","Scotland","Clackmannanshire and Fife","G6/G7","Male","30","25","[c]","[c]"
"In post","2022","Scotland","Clackmannanshire and Fife","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Clackmannanshire and Fife","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Clackmannanshire and Fife","SEO/HEO","Female","90","80","37640","36130"
"In post","2022","Scotland","Clackmannanshire and Fife","SEO/HEO","Male","180","170","38380","39670"
"In post","2022","Scotland","Clackmannanshire and Fife","Unknown","Female","5","5","[c]","[c]"
"In post","2022","Scotland","Clackmannanshire and Fife","Unknown","Male","20","20","[c]","[c]"
"In post","2022","Scotland","Dumfries and Galloway","AA/AO","Female","115","100","23790","23230"
"In post","2022","Scotland","Dumfries and Galloway","AA/AO","Male","120","115","25170","25940"
"In post","2022","Scotland","Dumfries and Galloway","EO","Female","105","95","29750","27570"
"In post","2022","Scotland","Dumfries and Galloway","EO","Male","115","105","32210","35000"
"In post","2022","Scotland","Dumfries and Galloway","G6/G7","Female","[c]","[c]","[c]","[c]"
