"Status","Year","Ethnicity","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Other ethnicity","Intellectual Property Office","10","10","[c]","[c]"
"In post","2022","Other ethnicity","Legal Aid Agency","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Maritime and Coastguard Agency","20","20","[c]","[c]"
"In post","2022","Other ethnicity","Medicines and Healthcare Products Regulatory Agency","35","30","57100","53920"
"In post","2022","Other ethnicity","Met Office","15","15","[c]","[c]"
"In post","2022","Other ethnicity","Ministry of Defence (excl. agencies)","15","15","[c]","[c]"
"In post","2022","Other ethnicity","Ministry of Justice (excl. agencies)","45","40","39440","37190"
"In post","2022","Other ethnicity","National Crime Agency","40","40","40000","37150"
"In post","2022","Other ethnicity","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","National Records of Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","National Savings and Investments","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Office for Standards in Education, Children's Services and Skills","25","20","[c]","[c]"
"In post","2022","Other ethnicity","Office of Gas and Electricity Markets","20","20","[c]","[c]"
"In post","2022","Other ethnicity","Office of Qualifications and Examinations Regulation","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Office of the Public Guardian","15","15","[c]","[c]"
"In post","2022","Other ethnicity","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Registers of Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Revenue Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Scottish Fiscal Commission","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Scottish Forestry","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Scottish Government (excl. agencies)","15","15","[c]","[c]"
"In post","2022","Other ethnicity","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Scottish Prison Service","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Serious Fraud Office","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Social Security Scotland","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","The Insolvency Service","10","10","[c]","[c]"
"In post","2022","Other ethnicity","The National Archives","15","15","[c]","[c]"
"In post","2022","Other ethnicity","Transport Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","UK Debt Management Office","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","UK Export Finance","10","10","[c]","[c]"
"In post","2022","Other ethnicity","UK Health Security Agency","65","65","45790","36330"
"In post","2022","Other ethnicity","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","UK Space Agency","5","5","[c]","[c]"
"In post","2022","Other ethnicity","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Valuation Office Agency","10","10","[c]","[c]"
"In post","2022","Other ethnicity","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Welsh Government (excl. agencies)","20","20","[c]","[c]"
"In post","2022","Other ethnicity","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Wilton Park","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Advisory, Conciliation and Arbitration Service","55","50","34240","33160"
"In post","2022","Undeclared","Animal and Plant Health Agency","165","155","32780","30110"
"In post","2022","Undeclared","Attorney General's Office","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Cabinet Office (excl. agencies)","235","230","46390","40600"
"In post","2022","Undeclared","Centre for Environment, Fisheries and Aquaculture Science","15","15","[c]","[c]"
"In post","2022","Undeclared","Charity Commission","5","5","[c]","[c]"
"In post","2022","Undeclared","Companies House","80","75","32230","26700"
"In post","2022","Undeclared","Competition and Markets Authority","30","25","[c]","[c]"
"In post","2022","Undeclared","Criminal Injuries Compensation Authority","10","10","[c]","[c]"
"In post","2022","Undeclared","Crown Commercial Service","25","25","[c]","[c]"
"In post","2022","Undeclared","Crown Office and Procurator Fiscal Service","55","50","46950","41750"
"In post","2022","Undeclared","Crown Prosecution Service","130","125","40340","38000"
"In post","2022","Undeclared","Defence Electronics and Components Agency","30","30","27870","26990"
"In post","2022","Undeclared","Defence Equipment and Support","610","590","39210","38430"
"In post","2022","Undeclared","Defence Science and Technology Laboratory","385","375","43620","47010"
"In post","2022","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","260","255","53060","53380"
"In post","2022","Undeclared","Department for Digital, Culture, Media and Sport","50","50","46390","51730"
"In post","2022","Undeclared","Department for Education (excl. agencies)","195","190","44110","40300"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs (excl. agencies)","210","205","41970","38750"
"In post","2022","Undeclared","Department for International Trade","70","70","53550","52400"
"In post","2022","Undeclared","Department for Levelling Up, Housing and Communities (excl. agencies)","75","70","45690","42980"
"In post","2022","Undeclared","Department for Transport (excl. agencies)","175","175","49680","45140"
"In post","2022","Undeclared","Department for Work and Pensions (excl. agencies)","4220","3740","28080","27570"
"In post","2022","Undeclared","Department of Health and Social Care (excl. agencies)","40","40","42450","37630"
"In post","2022","Undeclared","Disclosure Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Driver and Vehicle Licensing Agency","215","200","29560","26130"
"In post","2022","Undeclared","Driver and Vehicle Standards Agency","515","490","29820","27930"
"In post","2022","Undeclared","Education and Skills Funding Agency","70","65","39760","36780"
"In post","2022","Undeclared","Education Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","FCDO Services","50","50","44680","42620"
"In post","2022","Undeclared","Food Standards Agency","30","30","37570","32440"
"In post","2022","Undeclared","Food Standards Scotland","5","5","[c]","[c]"
"In post","2022","Undeclared","Foreign, Commonwealth and Development Office (excl. agencies)","275","270","49220","44110"
"In post","2022","Undeclared","Forestry and Land Scotland","15","10","[c]","[c]"
"In post","2022","Undeclared","Government Actuary's Department","5","5","[c]","[c]"
"In post","2022","Undeclared","Government Internal Audit Agency","15","15","[c]","[c]"
"In post","2022","Undeclared","Government Legal Department","75","70","59000","64680"
"In post","2022","Undeclared","Government Property Agency","10","10","[c]","[c]"
"In post","2022","Undeclared","Health and Safety Executive","195","185","44680","43220"
"In post","2022","Undeclared","HM Courts and Tribunals Service","645","595","27300","23720"
"In post","2022","Undeclared","HM Land Registry","235","205","33960","33840"
"In post","2022","Undeclared","HM Prison and Probation Service","1295","1220","32090","31650"
"In post","2022","Undeclared","HM Revenue and Customs (excl. agencies)","2400","2210","36250","33370"
"In post","2022","Undeclared","HM Treasury (excl. agencies)","75","75","47040","49500"
"In post","2022","Undeclared","Home Office","1965","1825","33620","29370"
"In post","2022","Undeclared","Institute for Apprenticeships and Technical Education","20","20","[c]","[c]"
"In post","2022","Undeclared","Intellectual Property Office","40","40","44550","41730"
"In post","2022","Undeclared","Legal Aid Agency","35","30","31950","26010"
"In post","2022","Undeclared","Maritime and Coastguard Agency","105","100","37600","35380"
"In post","2022","Undeclared","Medicines and Healthcare Products Regulatory Agency","30","25","[c]","[c]"
"In post","2022","Undeclared","Met Office","135","130","40320","39650"
"In post","2022","Undeclared","Ministry of Defence (excl. agencies)","1905","1855","34850","33300"
"In post","2022","Undeclared","Ministry of Justice (excl. agencies)","200","195","43530","41750"
"In post","2022","Undeclared","National Crime Agency","205","205","39450","37560"
"In post","2022","Undeclared","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","National Records of Scotland","5","5","[c]","[c]"
"In post","2022","Undeclared","National Savings and Investments","20","20","[c]","[c]"
"In post","2022","Undeclared","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office for Standards in Education, Children's Services and Skills","25","25","[c]","[c]"
"In post","2022","Undeclared","Office of Qualifications and Examinations Regulation","10","10","[c]","[c]"
"In post","2022","Undeclared","Office of Rail and Road","30","30","[c]","[c]"
"In post","2022","Undeclared","Office of the Public Guardian","60","55","23230","20970"
"In post","2022","Undeclared","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Planning Inspectorate","35","35","41230","40720"
"In post","2022","Undeclared","Registers of Scotland","35","30","35730","37710"
"In post","2022","Undeclared","Rural Payments Agency","95","90","28090","26520"
"In post","2022","Undeclared","Scottish Courts and Tribunals Service","5","5","[c]","[c]"
"In post","2022","Undeclared","Scottish Forestry","5","5","[c]","[c]"
"In post","2022","Undeclared","Scottish Government (excl. agencies)","145","140","47210","47490"
"In post","2022","Undeclared","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Scottish Prison Service","355","320","35310","35000"
"In post","2022","Undeclared","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Serious Fraud Office","10","10","[c]","[c]"
"In post","2022","Undeclared","Social Security Scotland","25","25","[c]","[c]"
"In post","2022","Undeclared","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Submarine Delivery Agency","110","110","44010","41250"
"In post","2022","Undeclared","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","The Insolvency Service","40","35","39000","39000"
"In post","2022","Undeclared","Transport Scotland","15","15","[c]","[c]"
"In post","2022","Undeclared","UK Debt Management Office","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","UK Export Finance","15","15","[c]","[c]"
"In post","2022","Undeclared","UK Health Security Agency","385","350","46300","40510"
"In post","2022","Undeclared","UK Hydrographic Office","35","35","37760","35340"
"In post","2022","Undeclared","UK Space Agency","5","5","[c]","[c]"
"In post","2022","Undeclared","UK Statistics Authority","75","70","35590","32260"
"In post","2022","Undeclared","Valuation Office Agency","465","420","36600","32890"
"In post","2022","Undeclared","Vehicle Certification Agency","25","20","[c]","[c]"
"In post","2022","Undeclared","Veterinary Medicines Directorate","10","10","[c]","[c]"
"In post","2022","Undeclared","Water Services Regulation Authority","10","10","[c]","[c]"
"In post","2022","Undeclared","Welsh Government (excl. agencies)","245","235","43870","38160"
"In post","2022","Undeclared","Wilton Park","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Accountant in Bankruptcy","20","20","[c]","[c]"
"In post","2022","Unknown","Advisory, Conciliation and Arbitration Service","125","125","28290","24250"
