"Status","Year","Disability","Organisation","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared non-disabled","National Crime Agency","AA/AO","AO","45","35","26150","25580"
"In post","2022","Declared non-disabled","National Crime Agency","EO","EO","525","505","35180","36170"
"In post","2022","Declared non-disabled","National Crime Agency","G6/G7","G6","40","40","74920","74010"
"In post","2022","Declared non-disabled","National Crime Agency","G6/G7","G7","115","110","63790","60990"
"In post","2022","Declared non-disabled","National Crime Agency","SCS level","SCS level","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","National Crime Agency","SEO/HEO","HEO","575","555","42510","43450"
"In post","2022","Declared non-disabled","National Crime Agency","SEO/HEO","SEO","320","315","50510","48900"
"In post","2022","Declared non-disabled","National Infrastructure Commission","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","National Infrastructure Commission","G6/G7","G6","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","National Infrastructure Commission","G6/G7","G7","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","National Infrastructure Commission","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","National Infrastructure Commission","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","National Infrastructure Commission","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","National Records of Scotland","AA/AO","AA","45","45","23220","23230"
"In post","2022","Declared non-disabled","National Records of Scotland","AA/AO","AO","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","National Records of Scotland","EO","EO","25","25","[c]","[c]"
"In post","2022","Declared non-disabled","National Records of Scotland","G6/G7","G6","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","National Records of Scotland","G6/G7","G7","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","National Records of Scotland","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","National Records of Scotland","SEO/HEO","HEO","55","55","36170","36130"
"In post","2022","Declared non-disabled","National Records of Scotland","SEO/HEO","SEO","40","40","46080","47490"
"In post","2022","Declared non-disabled","National Savings and Investments","AA/AO","AO","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","National Savings and Investments","EO","EO","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","National Savings and Investments","G6/G7","G6","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","National Savings and Investments","G6/G7","G7","55","55","54380","54100"
"In post","2022","Declared non-disabled","National Savings and Investments","SCS level","SCS level","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","National Savings and Investments","SEO/HEO","HEO","35","30","36900","36500"
"In post","2022","Declared non-disabled","National Savings and Investments","SEO/HEO","SEO","45","45","44320","44510"
"In post","2022","Declared non-disabled","Northern Ireland Office","AA/AO","AO","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Northern Ireland Office","EO","EO","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Northern Ireland Office","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Northern Ireland Office","G6/G7","G7","30","30","[c]","[c]"
"In post","2022","Declared non-disabled","Northern Ireland Office","SCS level","SCS level","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Northern Ireland Office","SEO/HEO","HEO","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Northern Ireland Office","SEO/HEO","SEO","30","30","39330","36720"
"In post","2022","Declared non-disabled","Office for Budget Responsibility","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Office for Budget Responsibility","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Office for Budget Responsibility","G6/G7","G6","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Office for Budget Responsibility","G6/G7","G7","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Office for Budget Responsibility","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Office for Budget Responsibility","SEO/HEO","HEO","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","AA/AO","AO","150","135","21500","21410"
"In post","2022","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","EO","EO","155","150","26330","25880"
"In post","2022","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","G6/G7","G6","135","130","81540","85550"
"In post","2022","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","G6/G7","G7","430","420","70500","75500"
"In post","2022","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","SCS level","SCS level","30","30","[c]","[c]"
"In post","2022","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","SEO/HEO","HEO","165","160","32580","32010"
"In post","2022","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","SEO/HEO","SEO","460","450","46900","51360"
"In post","2022","Declared non-disabled","Office of Gas and Electricity Markets","AA/AO","AO","50","50","20120","19750"
"In post","2022","Declared non-disabled","Office of Gas and Electricity Markets","EO","EO","295","290","25970","25750"
"In post","2022","Declared non-disabled","Office of Gas and Electricity Markets","G6/G7","G6","85","80","74310","74040"
"In post","2022","Declared non-disabled","Office of Gas and Electricity Markets","G6/G7","G7","330","325","55470","54070"
"In post","2022","Declared non-disabled","Office of Gas and Electricity Markets","SCS level","SCS level","55","50","98060","91100"
"In post","2022","Declared non-disabled","Office of Gas and Electricity Markets","SEO/HEO","HEO","250","245","33740","33400"
"In post","2022","Declared non-disabled","Office of Gas and Electricity Markets","SEO/HEO","SEO","115","110","40850","41000"
"In post","2022","Declared non-disabled","Office of Qualifications and Examinations Regulation","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Office of Qualifications and Examinations Regulation","EO","EO","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","Office of Qualifications and Examinations Regulation","G6/G7","G6","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","Office of Qualifications and Examinations Regulation","G6/G7","G7","40","40","48770","47880"
"In post","2022","Declared non-disabled","Office of Qualifications and Examinations Regulation","SCS level","SCS level","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Office of Qualifications and Examinations Regulation","SEO/HEO","HEO","45","40","32270","31000"
"In post","2022","Declared non-disabled","Office of Qualifications and Examinations Regulation","SEO/HEO","SEO","50","45","39310","38000"
"In post","2022","Declared non-disabled","Office of Rail and Road","AA/AO","AO","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Office of Rail and Road","EO","EO","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","Office of Rail and Road","G6/G7","G6","35","35","73280","72480"
"In post","2022","Declared non-disabled","Office of Rail and Road","G6/G7","G7","145","135","59130","59210"
"In post","2022","Declared non-disabled","Office of Rail and Road","SCS level","SCS level","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Office of Rail and Road","SEO/HEO","HEO","35","35","34370","34650"
"In post","2022","Declared non-disabled","Office of Rail and Road","SEO/HEO","SEO","55","55","43430","43090"
"In post","2022","Declared non-disabled","Office of the Public Guardian","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Office of the Public Guardian","AA/AO","AO","500","450","21020","20970"
"In post","2022","Declared non-disabled","Office of the Public Guardian","EO","EO","260","245","25200","25120"
"In post","2022","Declared non-disabled","Office of the Public Guardian","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Office of the Public Guardian","G6/G7","G7","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Office of the Public Guardian","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Office of the Public Guardian","SEO/HEO","HEO","90","85","30680","30450"
"In post","2022","Declared non-disabled","Office of the Public Guardian","SEO/HEO","SEO","30","30","[c]","[c]"
"In post","2022","Declared non-disabled","Office of the Scottish Charity Regulator","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Office of the Scottish Charity Regulator","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Office of the Scottish Charity Regulator","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Office of the Scottish Charity Regulator","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Office of the Scottish Charity Regulator","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Office of the Scottish Charity Regulator","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Office of the Scottish Charity Regulator","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Office of the Scottish Charity Regulator","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","EO","EO","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","G6/G7","G6","10","5","[c]","[c]"
"In post","2022","Declared non-disabled","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","G6/G7","G7","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","SCS level","SCS level","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","SEO/HEO","HEO","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Office of the Secretary of State for Wales","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Office of the Secretary of State for Wales","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Office of the Secretary of State for Wales","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Office of the Secretary of State for Wales","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Office of the Secretary of State for Wales","G6/G7","G7","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Office of the Secretary of State for Wales","SCS level","SCS level","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Office of the Secretary of State for Wales","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Office of the Secretary of State for Wales","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Planning Inspectorate","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Planning Inspectorate","AA/AO","AO","85","75","21670","22560"
"In post","2022","Declared non-disabled","Planning Inspectorate","EO","EO","70","65","26760","26050"
"In post","2022","Declared non-disabled","Planning Inspectorate","G6/G7","G6","165","145","64020","58810"
"In post","2022","Declared non-disabled","Planning Inspectorate","G6/G7","G7","125","120","47870","47660"
"In post","2022","Declared non-disabled","Planning Inspectorate","SCS level","SCS level","[c]","[c]","[c]","[c]"
