"Status","Year","Function_of_post","Parent_department","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Communications","Department for International Trade","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Department for International Trade","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Department for International Trade","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Department for International Trade","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Department for International Trade","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Department for Levelling Up, Housing and Communities","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Department for Levelling Up, Housing and Communities","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Department for Levelling Up, Housing and Communities","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Department for Transport","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Department for Transport","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Department for Work and Pensions","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Department for Work and Pensions","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Department for Work and Pensions","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Department for Work and Pensions","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Department for Work and Pensions","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Department of Health and Social Care","AA","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Department of Health and Social Care","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Department of Health and Social Care","EO","35","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Department of Health and Social Care","G6","40","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Department of Health and Social Care","G7","55","[c]","54990","55150"
"Leaver Dept.","2022","Communications","Department of Health and Social Care","HEO","40","[c]","33030","32650"
"Leaver Dept.","2022","Communications","Department of Health and Social Care","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Department of Health and Social Care","SEO","30","[c]","41090","41030"
"Leaver Dept.","2022","Communications","Food Standards Agency","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Foreign, Commonwealth and Development Office","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Foreign, Commonwealth and Development Office","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","HM Revenue and Customs","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","HM Revenue and Customs","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","HM Revenue and Customs","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","HM Treasury","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","HM Treasury","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","HM Treasury","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","HM Treasury","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","HM Treasury","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Ministry of Defence","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Ministry of Defence","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Ministry of Defence","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Ministry of Defence","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","National Crime Agency","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","National Crime Agency","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Northern Ireland Office","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Northern Ireland Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Office for Standards in Education, Children's Services and Skills","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Office of Gas and Electricity Markets","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Office of Gas and Electricity Markets","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Office of Qualifications and Examinations Regulation","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Office of Qualifications and Examinations Regulation","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Office of Qualifications and Examinations Regulation","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Office of the Secretary of State for Wales","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Scottish Government","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","The National Archives","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","UK Export Finance","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","UK Export Finance","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","UK Statistics Authority","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","UK Statistics Authority","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","UK Statistics Authority","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","UK Statistics Authority","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Attorney General's Departments","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Attorney General's Departments","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Attorney General's Departments","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Attorney General's Departments","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Cabinet Office","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Cabinet Office","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Cabinet Office","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Cabinet Office","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Department for Business, Energy and Industrial Strategy","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Department for Business, Energy and Industrial Strategy","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Department for Business, Energy and Industrial Strategy","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Department for Business, Energy and Industrial Strategy","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Department for Business, Energy and Industrial Strategy","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Department for Transport","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Department for Transport","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Department for Transport","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Department for Work and Pensions","AO","20","[c]","22260","21260"
"Leaver Dept.","2022","Counter Fraud","Department for Work and Pensions","EO","55","[c]","28060","27570"
"Leaver Dept.","2022","Counter Fraud","Department for Work and Pensions","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Department for Work and Pensions","HEO","15","[c]","32990","32050"
"Leaver Dept.","2022","Counter Fraud","Department for Work and Pensions","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Food Standards Agency","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Food Standards Agency","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Food Standards Agency","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","HM Revenue and Customs","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","HM Treasury","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Department for Work and Pensions","AO","45","[c]","21180","21260"
"Leaver Dept.","2022","Debt","Department for Work and Pensions","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Department for Work and Pensions","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Department for Work and Pensions","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","HM Revenue and Customs","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Attorney General's Departments","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Attorney General's Departments","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Attorney General's Departments","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Attorney General's Departments","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Attorney General's Departments","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Cabinet Office","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Cabinet Office","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Cabinet Office","G6","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Cabinet Office","G7","25","[c]","55940","54700"
"Leaver Dept.","2022","Digital, Data & Technology","Cabinet Office","HEO","20","[c]","33350","34550"
"Leaver Dept.","2022","Digital, Data & Technology","Cabinet Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Cabinet Office","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Charity Commission","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Charity Commission","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Charity Commission","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Competition and Markets Authority","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","HEO","20","[c]","35390","35570"
"Leaver Dept.","2022","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Department for Education","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Department for Education","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Department for Education","G7","25","[c]","52030","50400"
"Leaver Dept.","2022","Digital, Data & Technology","Department for Education","HEO","15","[c]","32130","32300"
"Leaver Dept.","2022","Digital, Data & Technology","Department for Education","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Department for Education","SEO","20","[c]","38940","36960"
"Leaver Dept.","2022","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Department for International Trade","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Department for International Trade","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Department for International Trade","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Department for International Trade","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Department for Transport","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Department for Transport","EO","10","[c]","27180","26300"
"Leaver Dept.","2022","Digital, Data & Technology","Department for Transport","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Department for Transport","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Department for Transport","HEO","15","[c]","31140","31040"
"Leaver Dept.","2022","Digital, Data & Technology","Department for Transport","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Department for Work and Pensions","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Department for Work and Pensions","EO","20","[c]","28580","27570"
"Leaver Dept.","2022","Digital, Data & Technology","Department for Work and Pensions","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Department for Work and Pensions","G7","25","[c]","54550","54700"
"Leaver Dept.","2022","Digital, Data & Technology","Department for Work and Pensions","HEO","20","[c]","33790","33510"
"Leaver Dept.","2022","Digital, Data & Technology","Department for Work and Pensions","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Department for Work and Pensions","SEO","45","[c]","38520","37710"
"Leaver Dept.","2022","Digital, Data & Technology","Department of Health and Social Care","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Department of Health and Social Care","EO","15","[c]","26540","26880"
"Leaver Dept.","2022","Digital, Data & Technology","Department of Health and Social Care","G6","10","[c]","74290","72300"
"Leaver Dept.","2022","Digital, Data & Technology","Department of Health and Social Care","G7","50","[c]","55660","54480"
"Leaver Dept.","2022","Digital, Data & Technology","Department of Health and Social Care","HEO","105","[c]","32220","32330"
"Leaver Dept.","2022","Digital, Data & Technology","Department of Health and Social Care","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Department of Health and Social Care","SEO","65","[c]","40340","40070"
"Leaver Dept.","2022","Digital, Data & Technology","Food Standards Agency","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Food Standards Agency","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Foreign, Commonwealth and Development Office","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Foreign, Commonwealth and Development Office","HEO","[c]","[c]","[c]","[c]"
